RESULT_COUNT: 9997,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
CHK,CHK:UN,BBG000BL4728,2018-03-12,3.11,3.17,3.05,3.11,26183044.0,0.0,1.0,3.11,3.17,3.05,3.11,26183044.0
CHK$D,CHK$D:UN,,2018-03-12,50.01,50.66,50.01,50.07,2754.0,0.0,1.0,50.01,50.66,50.01,50.07,2754.0
CHKE,CHKE:UW,BBG000BFKYM2,2018-03-12,1.55,1.6,1.5,1.5,10628.0,0.0,1.0,1.55,1.6,1.5,1.5,10628.0
CHKP,CHKP:UW,BBG000K85L07,2018-03-12,106.03,107.1,105.7,106.39,677140.0,0.0,1.0,106.03,107.1,105.7,106.39,677140.0
CHKR,CHKR:UN,BBG001W55FR2,2018-03-12,1.7,1.73,1.7,1.7,64057.0,0.0,1.0,1.7,1.73,1.7,1.7,64057.0
CHL,CHL:UN,BBG000BB0R20,2018-03-12,46.19,46.31,46.01,46.1,541679.0,0.0,1.0,46.19,46.31,46.01,46.1,541679.0
CHMA,CHMA:UW,BBG009DT9DR5,2018-03-12,1.56,1.6,1.5,1.575,54521.0,0.0,1.0,1.56,1.6,1.5,1.575,54521.0
CHMG,CHMG:UW,BBG000BHQK88,2018-03-12,43.25,46.32,43.25,46.32,1927.0,0.0,1.0,43.25,46.32,43.25,46.32,1927.0
CHMI,CHMI:UN,BBG004HQLJM6,2018-03-12,16.74,16.97,16.74,16.95,83478.0,0.0,1.0,16.74,16.97,16.74,16.95,83478.0
CHN,CHN:UN,BBG000C3LCV5,2018-03-12,22.63,22.87,22.63,22.8,65145.0,0.0,1.0,22.63,22.87,22.63,22.8,65145.0
CHNR,CHNR:UW,BBG000BX3W00,2018-03-12,2.1208,2.2382,2.1208,2.1417,9500.0,0.0,1.0,2.1208,2.2382,2.1208,2.1417,9500.0
CHOC,CHOC:UN,BBG001NDJSL8,2018-03-12,37.01,37.46,37.01,37.3501,2320.0,0.0,1.0,37.01,37.46,37.01,37.3501,2320.0
CHRW,CHRW:UW,BBG000BTCSJ8,2018-03-12,92.04,92.51,90.7,91.03,783042.0,0.0,1.0,92.04,92.51,90.7,91.03,783042.0
CHS,CHS:UN,BBG000BLVD16,2018-03-12,8.71,8.86,8.585,8.76,3509938.0,0.0,1.0,8.71,8.86,8.585,8.76,3509938.0
CHSCL,CHSCL:UW,,2018-03-12,28.46,28.48,28.345,28.36,21531.0,0.0,1.0,28.46,28.48,28.345,28.36,21531.0
CHSCM,CHSCM:UW,,2018-03-12,27.26,27.455,27.26,27.32,22093.0,0.0,1.0,27.26,27.455,27.26,27.32,22093.0
CHSCN,CHSCN:UW,,2018-03-12,27.98,27.98,27.53,27.54,17274.0,0.0,1.0,27.98,27.98,27.53,27.54,17274.0
CHSCO,CHSCO:UW,,2018-03-12,29.6,29.6,29.4258,29.45,3916.0,0.0,1.0,29.6,29.6,29.4258,29.45,3916.0
CHSCP,CHSCP:UW,,2018-03-12,29.88,30.194,29.85,30.11,12076.0,0.0,1.0,29.88,30.194,29.85,30.11,12076.0
CHSP,CHSP:UN,BBG000PLK8H7,2018-03-12,27.28,27.29,27.0,27.03,259639.0,0.0,1.0,27.28,27.29,27.0,27.03,259639.0
CHT,CHT:UN,BBG000BBYL26,2018-03-12,37.16,37.19,37.0,37.08,148035.0,0.0,1.0,37.16,37.19,37.0,37.08,148035.0
CHTR,CHTR:UW,BBG00B550NP0,2018-03-12,349.56,369.51,349.56,359.22,1933850.0,0.0,1.0,349.56,369.51,349.56,359.22,1933850.0
CHU,CHU:UN,BBG000DYTBJ4,2018-03-12,12.51,12.52,12.41,12.43,149585.0,0.0,1.0,12.51,12.52,12.41,12.43,149585.0
CHUY,CHUY:UW,BBG001YR41X7,2018-03-12,25.95,26.525,25.85,26.1,164959.0,0.0,1.0,25.95,26.525,25.85,26.1,164959.0
CHW,CHW:UW,BBG000NK58Q8,2018-03-12,9.31,9.32,9.21,9.22,223740.0,0.0,1.0,9.31,9.32,9.21,9.22,223740.0
CHY,CHY:UW,BBG000H11TF7,2018-03-12,11.96,12.08,11.9254,11.95,103102.0,0.0,1.0,11.96,12.08,11.9254,11.95,103102.0
CI,CI:UN,BBG000BFMDS0,2018-03-12,173.57,173.6,167.05,167.31,8338961.0,0.0,1.0,173.57,173.6,167.05,167.31,8338961.0
CIA,CIA:UN,BBG000DJ4H92,2018-03-12,7.85,8.14,7.84,7.98,75309.0,0.0,1.0,7.85,8.14,7.84,7.98,75309.0
CIB,CIB:UN,BBG000FCN7Y8,2018-03-12,44.01,44.33,43.71,43.8,136426.0,0.0,1.0,44.01,44.33,43.71,43.8,136426.0
CIBR,CIBR:UW,BBG009K1H328,2018-03-12,26.07,26.13,25.95,26.02,99876.0,0.0,1.0,26.07,26.13,25.95,26.02,99876.0
CIDM,CIDM:UW,BBG000BRSVM4,2018-03-12,1.32,1.35,1.32,1.33,12305.0,0.0,1.0,1.32,1.35,1.32,1.33,12305.0
CIEN,CIEN:UN,BBG000BP13M9,2018-03-12,27.25,27.5,26.86,27.13,3761806.0,0.0,1.0,27.25,27.5,26.86,27.13,3761806.0
CIF,CIF:UN,BBG000BFNPV8,2018-03-12,2.92,2.92,2.88,2.92,85470.0,0.0,1.0,2.92,2.92,2.88,2.92,85470.0
CIG,CIG:UN,BBG000BBKXD3,2018-03-12,2.54,2.57,2.51,2.55,2260702.0,0.0,1.0,2.54,2.57,2.51,2.55,2260702.0
CIG.C,CIG.C:UN,BBG000GN0YW1,2018-03-12,2.21,2.21,2.21,2.21,242.0,0.0,1.0,2.21,2.21,2.21,2.21,242.0
CIGI,CIGI:UW,BBG000BN6YG8,2018-03-12,66.2,67.0,65.875,66.35,15681.0,0.0,1.0,66.2,67.0,65.875,66.35,15681.0
CII,CII:UN,BBG000L0QH45,2018-03-12,16.52,16.6,16.4825,16.5401,113790.0,0.0,1.0,16.52,16.6,16.4825,16.5401,113790.0
CIK,CIK:UN,BBG000G894Z8,2018-03-12,3.25,3.25,3.24,3.24,131028.0,0.0,1.0,3.25,3.25,3.24,3.24,131028.0
CIM,CIM:UN,BBG000PFLJQ5,2018-03-12,17.5,17.8462,17.5,17.75,1317493.0,0.0,1.0,17.5,17.8462,17.5,17.75,1317493.0
CINF,CINF:UW,BBG000BFPVV3,2018-03-12,77.05,77.05,74.6195,75.24,552157.0,0.0,1.0,77.05,77.05,74.6195,75.24,552157.0
CIO,CIO:UN,BBG005T5RWW0,2018-03-12,11.21,11.44,11.21,11.4,260936.0,0.0,1.0,11.21,11.44,11.21,11.4,260936.0
CIR,CIR:UN,BBG000C37S82,2018-03-12,45.91,47.05,45.43,45.63,131784.0,0.0,1.0,45.91,47.05,45.43,45.63,131784.0
CIT,CIT:UN,BBG000Q0BRW3,2018-03-12,55.29,55.75,55.05,55.52,1232700.0,0.0,1.0,55.29,55.75,55.05,55.52,1232700.0
CIU,CIU:UW,BBG000QN2150,2018-03-12,106.87,106.95,106.86,106.9,249535.0,0.0,1.0,106.87,106.95,106.86,106.9,249535.0
CIVB,CIVB:UW,BBG000DX14L9,2018-03-12,23.65,23.65,22.02,22.53,302186.0,0.0,1.0,23.65,23.65,22.02,22.53,302186.0
CIVI,CIVI:UN,BBG006KF7GS7,2018-03-12,14.4,14.7,14.1,14.5,208861.0,0.0,1.0,14.4,14.7,14.1,14.5,208861.0
CIX,CIX:UN,BBG000BCGYR9,2018-03-12,13.9,14.05,13.9,14.05,1254.0,0.0,1.0,13.9,14.05,13.9,14.05,1254.0
CIZ,CIZ:UW,BBG0077STT64,2018-03-12,35.6352,35.68,35.432,35.64,19265.0,0.0,1.0,35.6352,35.68,35.432,35.64,19265.0
CIZN,CIZN:UW,BBG000C33NZ7,2018-03-12,22.65,22.7437,22.65,22.7437,1714.0,0.0,1.0,22.65,22.7437,22.65,22.7437,1714.0
CJJD,CJJD:UW,BBG000TH8519,2018-03-12,1.4,1.419,1.38,1.39,2024.0,0.0,1.0,1.4,1.419,1.38,1.39,2024.0
CJNK,CJNK:UN,BBG0034VNBD6,2018-03-12,25.775,25.93,25.69,25.8057,68086.0,0.0,1.0,25.775,25.93,25.69,25.8057,68086.0
CKH,CKH:UN,BBG000BLFDV1,2018-03-12,47.46,48.45,47.46,48.13,143174.0,0.0,1.0,47.46,48.45,47.46,48.13,143174.0
CL,CL:UN,BBG000BFR0Y6,2018-03-12,71.36,71.65,70.89,71.08,2966883.0,0.0,1.0,71.36,71.65,70.89,71.08,2966883.0
CLB,CLB:UN,BBG000JKDZY5,2018-03-12,107.01,107.985,106.31,107.11,416045.0,0.0,1.0,107.01,107.985,106.31,107.11,416045.0
CLBS,CLBS:UW,BBG000BNVQT3,2018-03-12,5.55,5.7,5.261,5.61,45897.0,0.0,1.0,5.55,5.7,5.261,5.61,45897.0
CLCT,CLCT:UW,BBG000C21X70,2018-03-12,16.06,16.28,15.87,16.02,52220.0,0.0,1.0,16.06,16.28,15.87,16.02,52220.0
CLD,CLD:UN,BBG000HV4L74,2018-03-12,3.27,3.41,3.26,3.38,825592.0,0.0,1.0,3.27,3.41,3.26,3.38,825592.0
CLDT,CLDT:UN,BBG000PT6D12,2018-03-12,19.31,19.62,19.25,19.55,424416.0,0.0,1.0,19.31,19.62,19.25,19.55,424416.0
CLDX,CLDX:UW,BBG000FW8XM7,2018-03-12,2.85,2.85,2.77,2.82,1491284.0,0.0,1.0,2.85,2.85,2.77,2.82,1491284.0
CLF,CLF:UN,BBG000BFRH97,2018-03-12,7.42,7.52,7.31,7.51,6398396.0,0.0,1.0,7.42,7.52,7.31,7.51,6398396.0
CLFD,CLFD:UW,BBG000BC37T0,2018-03-12,13.2,13.85,13.15,13.85,18849.0,0.0,1.0,13.2,13.85,13.15,13.85,18849.0
CLGX,CLGX:UN,BBG000C2H501,2018-03-12,46.71,47.01,46.575,46.83,301536.0,0.0,1.0,46.71,47.01,46.575,46.83,301536.0
CLH,CLH:UN,BBG000BFRVR6,2018-03-12,52.92,53.46,52.2,53.15,215918.0,0.0,1.0,52.92,53.46,52.2,53.15,215918.0
CLI,CLI:UN,BBG000CL1KW8,2018-03-12,17.34,17.61,17.31,17.52,529769.0,0.0,1.0,17.34,17.61,17.31,17.52,529769.0
CLIR,CLIR:UW,BBG00283BTX8,2018-03-12,2.3,2.35,2.25,2.3,114828.0,0.0,1.0,2.3,2.35,2.25,2.3,114828.0
CLLS,CLLS:UW,BBG0084L1XV3,2018-03-12,33.95,34.44,33.01,33.12,246041.0,0.0,1.0,33.95,34.44,33.01,33.12,246041.0
CLM,CLM:UN,BBG000B9Z062,2018-03-12,15.94,15.94,15.86,15.92,460718.0,0.0,1.0,15.94,15.94,15.86,15.92,460718.0
CLMT,CLMT:UW,BBG000JNV478,2018-03-12,7.65,7.85,7.65,7.8,276996.0,0.0,1.0,7.65,7.85,7.65,7.8,276996.0
CLNE,CLNE:UW,BBG000J5JNM2,2018-03-12,1.49,1.49,1.43,1.46,802310.0,0.0,1.0,1.49,1.49,1.43,1.46,802310.0
CLR,CLR:UN,BBG000BHBJM1,2018-03-12,51.65,52.625,51.58,52.39,1521009.0,0.0,1.0,51.65,52.625,51.58,52.39,1521009.0
CLRB,CLRB:UW,BBG000G9YSP6,2018-03-12,1.26,1.26,1.16,1.2,603862.0,0.0,1.0,1.26,1.26,1.16,1.2,603862.0
CLRO,CLRO:UW,BBG000F7Y410,2018-03-12,8.0,8.4,7.8,8.1,15341.0,0.0,1.0,8.0,8.4,7.8,8.1,15341.0
CLS,CLS:UN,BBG000BPS439,2018-03-12,10.99,11.09,10.92,11.03,432275.0,0.0,1.0,10.99,11.09,10.92,11.03,432275.0
CLSN,CLSN:UW,BBG000BJJLF2,2018-03-12,2.65,2.6827,2.58,2.59,344039.0,0.0,1.0,2.65,2.6827,2.58,2.59,344039.0
CLUB,CLUB:UW,BBG000HGMBT5,2018-03-12,7.3,7.735,7.25,7.45,197390.0,0.0,1.0,7.3,7.735,7.25,7.45,197390.0
CLVS,CLVS:UW,BBG001S2DKJ3,2018-03-12,62.53,63.25,61.87,62.34,557842.0,0.0,1.0,62.53,63.25,61.87,62.34,557842.0
CLW,CLW:UN,BBG000JY3JK7,2018-03-12,38.8,39.2,37.95,38.35,144026.0,0.0,1.0,38.8,39.2,37.95,38.35,144026.0
CLWT,CLWT:UW,BBG000C2TDF5,2018-03-12,2.805,2.805,2.75,2.8,3177.0,0.0,1.0,2.805,2.805,2.75,2.8,3177.0
CLX,CLX:UN,BBG000BFS949,2018-03-12,131.61,132.66,129.93,130.37,884732.0,0.0,1.0,131.61,132.66,129.93,130.37,884732.0
CLY,CLY:UN,BBG000PGKP08,2018-03-12,59.41,59.57,59.37,59.54,230755.0,0.0,1.0,59.41,59.57,59.37,59.54,230755.0
CLYH,CLYH:UN,BBG009NLX3V1,2018-03-12,26.433,26.5,26.4317,26.5,3421.0,0.0,1.0,26.433,26.5,26.4317,26.5,3421.0
CM,CM:UN,BBG000FKTLD6,2018-03-12,92.06,92.46,91.76,91.96,254678.0,0.0,1.0,92.06,92.46,91.76,91.96,254678.0
CMA,CMA:UN,BBG000C75Q34,2018-03-12,102.3,102.66,100.54,100.82,1646909.0,0.0,1.0,102.3,102.66,100.54,100.82,1646909.0
CMBS,CMBS:UN,BBG002NCLSX2,2018-03-12,50.14,50.24,50.06,50.14,14650.0,0.0,1.0,50.14,50.24,50.06,50.14,14650.0
CMC,CMC:UN,BBG000BFSPW2,2018-03-12,25.31,25.66,24.92,25.59,1546740.0,0.0,1.0,25.31,25.66,24.92,25.59,1546740.0
CMCM,CMCM:UN,BBG0068TQ8X2,2018-03-12,15.0,15.65,14.8,15.05,1233433.0,0.0,1.0,15.0,15.65,14.8,15.05,1233433.0
CMCO,CMCO:UW,BBG000BCX753,2018-03-12,37.46,37.66,37.04,37.14,114089.0,0.0,1.0,37.46,37.66,37.04,37.14,114089.0
CMCSA,CMCSA:UW,BBG000BFTG15,2018-03-12,37.09,37.215,36.87,36.96,17397480.0,0.0,1.0,37.09,37.215,36.87,36.96,17397480.0
CMCT,CMCT:UW,BBG000BN7VR1,2018-03-12,15.45,15.45,15.1853,15.4,3736.0,0.0,1.0,15.45,15.45,15.1853,15.4,3736.0
CMDT,CMDT:UN,BBG004XF1VJ1,2018-03-12,37.35,37.43,37.2757,37.43,1557.0,0.0,1.0,37.35,37.43,37.2757,37.43,1557.0
CME,CME:UW,BBG000BHMC53,2018-03-12,171.13,171.65,167.85,169.18,1654748.0,0.0,1.0,171.13,171.65,167.85,169.18,1654748.0
CMF,CMF:UN,BBG000TGH557,2018-03-12,58.06,58.12,58.01,58.01,76673.0,0.0,1.0,58.06,58.12,58.01,58.01,76673.0
CMFN,CMFN:UW,BBG005YZ5XZ7,2018-03-12,8.7,8.8,8.55,8.55,43855.0,0.0,1.0,8.7,8.8,8.55,8.55,43855.0
CMG,CMG:UN,BBG000QX7705,2018-03-12,323.0,328.45,321.74,323.76,628527.0,0.0,1.0,323.0,328.45,321.74,323.76,628527.0
CMI,CMI:UN,BBG000BGPXY4,2018-03-12,162.36,162.7,159.081,160.06,1694388.0,0.0,1.0,162.36,162.7,159.081,160.06,1694388.0
CMO,CMO:UN,BBG000C2DLH2,2018-03-12,8.71,8.86,8.71,8.84,645005.0,0.0,1.0,8.71,8.86,8.71,8.84,645005.0
CMO$E,CMO$E:UN,,2018-03-12,25.05,25.05,24.95,24.99,21852.0,0.0,1.0,25.05,25.05,24.95,24.99,21852.0
CMP,CMP:UN,BBG000C42YN5,2018-03-12,63.4,64.2,62.65,62.95,247280.0,0.0,1.0,63.4,64.2,62.65,62.95,247280.0
CMPR,CMPR:UW,BBG000DFK614,2018-03-12,171.68,171.68,158.75,158.81,430317.0,0.0,1.0,171.68,171.68,158.75,158.81,430317.0
CMRE,CMRE:UN,BBG0017WYCH7,2018-03-12,6.32,6.43,6.32,6.43,370544.0,0.0,1.0,6.32,6.43,6.32,6.43,370544.0
CMRE$B,CMRE$B:UN,,2018-03-12,23.7071,23.75,23.7071,23.75,535.0,0.0,1.0,23.7071,23.75,23.7071,23.75,535.0
CMRE$C,CMRE$C:UN,,2018-03-12,24.5,24.5,24.4,24.5,1685.0,0.0,1.0,24.5,24.5,24.4,24.5,1685.0
CMRE$D,CMRE$D:UN,,2018-03-12,25.1102,25.15,25.07,25.15,2482.0,0.0,1.0,25.1102,25.15,25.07,25.15,2482.0
CMRX,CMRX:UW,BBG00475SKZ9,2018-03-12,5.72,5.93,5.64,5.9,203222.0,0.0,1.0,5.72,5.93,5.64,5.9,203222.0
CMS,CMS:UN,BBG000BFVZB9,2018-03-12,42.93,43.22,42.86,43.09,2701327.0,0.0,1.0,42.93,43.22,42.86,43.09,2701327.0
CMS$B,CMS$B:UN,,2018-03-12,102.21,102.3,102.12,102.12,185.0,0.0,1.0,102.21,102.3,102.12,102.12,185.0
CMT,CMT:UN,BBG000F4PNY9,2018-03-12,18.65,18.78,17.66,17.69,69321.0,0.0,1.0,18.65,18.78,17.66,17.69,69321.0
CMTL,CMTL:UW,BBG000BFWN89,2018-03-12,30.5,31.37,29.92,30.74,435213.0,0.0,1.0,30.5,31.37,29.92,30.74,435213.0
CMU,CMU:UN,BBG000BFX480,2018-03-12,4.45,4.46,4.43,4.46,22801.0,0.0,1.0,4.45,4.46,4.43,4.46,22801.0
CN,CN:UN,BBG006F3JZ23,2018-03-12,40.35,40.35,40.215,40.296,5127.0,0.0,1.0,40.35,40.35,40.215,40.296,5127.0
CNA,CNA:UN,BBG000BFYCD5,2018-03-12,53.49,53.565,52.19,53.11,195359.0,0.0,1.0,53.49,53.565,52.19,53.11,195359.0
CNAT,CNAT:UW,BBG004PP05Q8,2018-03-12,7.27,7.39,7.0,7.24,849872.0,0.0,1.0,7.27,7.39,7.0,7.24,849872.0
CNBKA,CNBKA:UW,BBG000BFYZ99,2018-03-12,77.925,79.5,77.9,78.0,3222.0,0.0,1.0,77.925,79.5,77.9,78.0,3222.0
CNC,CNC:UN,BBG000BDXFR9,2018-03-12,102.33,102.45,100.27,100.3,957999.0,0.0,1.0,102.33,102.45,100.27,100.3,957999.0
CNCE,CNCE:UW,BBG005TVZ3R4,2018-03-12,23.97,23.97,22.85,23.31,257165.0,0.0,1.0,23.97,23.97,22.85,23.31,257165.0
CNDA,CNDA:UN,BBG000QJGJZ2,2018-03-12,17.45,17.45,17.34,17.41,1436.0,0.0,1.0,17.45,17.45,17.34,17.41,1436.0
CNET,CNET:UW,BBG000KBGF29,2018-03-12,2.39,2.63,2.31,2.6,527212.0,0.0,1.0,2.39,2.63,2.31,2.6,527212.0
CNHI,CNHI:UN,BBG0059JSF94,2018-03-12,13.7,13.72,13.5,13.51,2425299.0,0.0,1.0,13.7,13.72,13.5,13.51,2425299.0
CNI,CNI:UN,BBG000HS7779,2018-03-12,74.44,75.04,74.3,74.83,1113560.0,0.0,1.0,74.44,75.04,74.3,74.83,1113560.0
CNIT,CNIT:UW,BBG000PW7GZ0,2018-03-12,2.09,2.18,2.08,2.13,187292.0,0.0,1.0,2.09,2.18,2.08,2.13,187292.0
CNK,CNK:UN,BBG000QDVT13,2018-03-12,41.41,41.78,41.11,41.39,1434209.0,0.0,1.0,41.41,41.78,41.11,41.39,1434209.0
CNMD,CNMD:UW,BBG000BG0581,2018-03-12,63.47,64.66,62.97,63.48,148561.0,0.0,1.0,63.47,64.66,62.97,63.48,148561.0
CNO,CNO:UN,BBG000Q1GLM0,2018-03-12,22.55,22.69,22.35,22.36,1035355.0,0.0,1.0,22.55,22.69,22.35,22.36,1035355.0
CNOB,CNOB:UW,BBG000BD2PK8,2018-03-12,31.4,31.4,30.9,31.25,79680.0,0.0,1.0,31.4,31.4,30.9,31.25,79680.0
CNP,CNP:UN,BBG000FDC0R1,2018-03-12,27.16,27.44,27.14,27.43,4251875.0,0.0,1.0,27.16,27.44,27.14,27.43,4251875.0
CNQ,CNQ:UN,BBG000HW5K64,2018-03-12,30.4,30.46,30.1,30.11,2054383.0,0.0,1.0,30.4,30.46,30.1,30.11,2054383.0
CNS,CNS:UN,BBG000BB0YC4,2018-03-12,42.11,42.67,41.72,42.6,123375.0,0.0,1.0,42.11,42.67,41.72,42.6,123375.0
CNSL,CNSL:UW,BBG000B9Z3X6,2018-03-12,12.19,12.21,11.795,12.0,973302.0,0.0,1.0,12.19,12.21,11.795,12.0,973302.0
CNTF,CNTF:UW,BBG000FZDV84,2018-03-12,2.28,2.469,2.28,2.43,10634.0,0.0,1.0,2.28,2.469,2.28,2.43,10634.0
CNTY,CNTY:UW,BBG000BMY4F6,2018-03-12,8.38,8.45,8.26,8.41,66649.0,0.0,1.0,8.38,8.45,8.26,8.41,66649.0
CNX,CNX:UN,BBG000CKVVL5,2018-03-12,17.52,17.63,17.06,17.12,4673515.0,0.0,1.0,17.52,17.63,17.06,17.12,4673515.0
CNXT,CNXT:UN,BBG006W46210,2018-03-12,37.0,37.1,36.74,36.77,16784.0,0.0,1.0,37.0,37.1,36.74,36.77,16784.0
CNY,CNY:UN,BBG000GF2185,2018-03-12,44.8725,44.8725,44.8725,44.8725,60.0,0.0,1.0,44.8725,44.8725,44.8725,44.8725,60.0
CO,CO:UN,BBG000QVVSH8,2018-03-12,10.73,11.05,10.73,10.92,234110.0,0.0,1.0,10.73,11.05,10.73,10.92,234110.0
COBZ,COBZ:UW,BBG000BPMRW2,2018-03-12,20.19,20.19,19.75,20.13,95470.0,0.0,1.0,20.19,20.19,19.75,20.13,95470.0
CODI,CODI:UN,BBG000L35ND9,2018-03-12,16.9,16.9,16.7,16.9,92801.0,0.0,1.0,16.9,16.9,16.7,16.9,92801.0
COF,COF:UN,BBG000BGKVR1,2018-03-12,100.76,101.19,100.145,100.46,1744744.0,0.0,1.0,100.76,101.19,100.145,100.46,1744744.0
COF$C,COF$C:UN,,2018-03-12,25.97,26.0405,25.93,25.94,14735.0,0.0,1.0,25.97,26.0405,25.93,25.94,14735.0
COF$D,COF$D:UN,,2018-03-12,26.4,26.47,26.34,26.35,17268.0,0.0,1.0,26.4,26.47,26.34,26.35,17268.0
COF$P,COF$P:UN,,2018-03-12,25.21,25.2505,25.18,25.2,45781.0,0.0,1.0,25.21,25.2505,25.18,25.2,45781.0
COF.W,COF.W:UN,,2018-03-12,59.0,59.0,58.65,58.65,5446.0,0.0,1.0,59.0,59.0,58.65,58.65,5446.0
COG,COG:UN,BBG000C3GR48,2018-03-12,25.66,25.66,25.1,25.52,3970845.0,0.0,1.0,25.66,25.66,25.1,25.52,3970845.0
COHR,COHR:UW,BBG000BG1QF6,2018-03-12,223.5,229.315,223.5,229.15,643301.0,0.0,1.0,223.5,229.315,223.5,229.15,643301.0
COHU,COHU:UW,BBG000DKMTR3,2018-03-12,22.36,22.49,22.13,22.31,154005.0,0.0,1.0,22.36,22.49,22.13,22.31,154005.0
COKE,COKE:UW,BBG000BG2259,2018-03-12,187.82,189.99,186.135,187.48,30823.0,0.0,1.0,187.82,189.99,186.135,187.48,30823.0
COL,COL:UN,BBG000BN2076,2018-03-12,137.93,138.0,136.38,136.43,922082.0,0.0,1.0,137.93,138.0,136.38,136.43,922082.0
COLB,COLB:UW,BBG000CTH780,2018-03-12,44.32,44.38,43.52,44.13,189683.0,0.0,1.0,44.32,44.38,43.52,44.13,189683.0
COLL,COLL:UW,BBG008G2NTG4,2018-03-12,26.96,28.43,26.27,26.32,752871.0,0.0,1.0,26.96,28.43,26.27,26.32,752871.0
COLM,COLM:UW,BBG000BKL160,2018-03-12,79.33,79.38,77.44,77.59,215736.0,0.0,1.0,79.33,79.38,77.44,77.59,215736.0
COMM,COMM:UW,BBG004XQW3W0,2018-03-12,41.06,41.44,40.93,40.94,919701.0,0.0,1.0,41.06,41.44,40.93,40.94,919701.0
COMT,COMT:UW,BBG0079TF2C7,2018-03-12,36.73,36.73,36.4461,36.61,21626.0,0.0,1.0,36.73,36.73,36.4461,36.61,21626.0
CONE,CONE:UW,BBG0038V5W82,2018-03-12,49.58,51.4,49.45,51.02,1542429.0,0.0,1.0,49.58,51.4,49.45,51.02,1542429.0
CONN,CONN:UW,BBG000BRWQZ6,2018-03-12,34.55,35.1,34.05,34.2,252051.0,0.0,1.0,34.55,35.1,34.05,34.2,252051.0
COO,COO:UN,BBG000BG36M0,2018-03-12,252.0,252.56,240.46,240.95,933308.0,0.0,1.0,252.0,252.56,240.46,240.95,933308.0
COOL,COOL:UW,BBG000BK6GK8,2018-03-12,19.83,20.082,18.25,18.89,164433.0,0.0,1.0,19.83,20.082,18.25,18.89,164433.0
COP,COP:UN,BBG000BQQJR0,2018-03-12,55.01,55.41,54.59,54.74,5037696.0,0.0,1.0,55.01,55.41,54.59,54.74,5037696.0
COPX,COPX:UN,BBG000QRNLQ1,2018-03-12,27.35,27.55,27.331,27.55,35181.0,0.0,1.0,27.35,27.55,27.331,27.55,35181.0
COR,COR:UN,BBG000BCSRD6,2018-03-12,99.99,102.42,99.6,101.81,620129.0,0.0,1.0,99.99,102.42,99.6,101.81,620129.0
CORE,CORE:UW,BBG000QT3NR4,2018-03-12,22.67,22.87,22.445,22.63,189917.0,0.0,1.0,22.67,22.87,22.445,22.63,189917.0
CORI,CORI:UW,BBG0063JJTW2,2018-03-12,12.02,12.37,12.0,12.23,392283.0,0.0,1.0,12.02,12.37,12.0,12.23,392283.0
CORN,CORN:UN,BBG000R0KGB9,2018-03-12,17.86,17.9901,17.86,17.99,117626.0,0.0,1.0,17.86,17.9901,17.86,17.99,117626.0
CORP,CORP:UN,BBG001660LP3,2018-03-12,101.81,101.9258,101.6627,101.8492,12946.0,0.0,1.0,101.81,101.9258,101.6627,101.8492,12946.0
CORR,CORR:UN,BBG000CN82Z4,2018-03-12,37.11,38.49,37.08,38.4,92195.0,0.0,1.0,37.11,38.49,37.08,38.4,92195.0
CORR$A,CORR$A:UN,,2018-03-12,25.0,25.03,24.9,25.0,6411.0,0.0,1.0,25.0,25.03,24.9,25.0,6411.0
CORT,CORT:UW,BBG000BKJN74,2018-03-12,16.63,17.79,16.54,17.4,1791076.0,0.0,1.0,16.63,17.79,16.54,17.4,1791076.0
COST,COST:UW,BBG000F6HLL1,2018-03-12,188.27,190.099,187.55,189.37,2375530.0,0.0,1.0,188.27,190.099,187.55,189.37,2375530.0
COT,COT:UN,BBG000KPQGN2,2018-03-12,15.81,15.81,15.445,15.5,800227.0,0.0,1.0,15.81,15.81,15.445,15.5,800227.0
COTY,COTY:UN,BBG0035Q1NX2,2018-03-12,19.41,19.46,19.12,19.19,2725706.0,0.0,1.0,19.41,19.46,19.12,19.19,2725706.0
COUP,COUP:UW,BBG00DS5D1B0,2018-03-12,48.66,49.61,48.06,49.18,1595054.0,0.0,1.0,48.66,49.61,48.06,49.18,1595054.0
COW,COW:UN,BBG000C4X4L9,2018-03-12,22.7,22.7,22.57,22.57,10961.0,0.0,1.0,22.7,22.7,22.57,22.57,10961.0
COWN,COWN:UW,BBG000ND24Y7,2018-03-12,14.45,14.55,14.2,14.25,194538.0,0.0,1.0,14.45,14.55,14.2,14.25,194538.0
CP,CP:UN,BBG000BCVP91,2018-03-12,180.64,181.3455,179.86,180.04,187895.0,0.0,1.0,180.64,181.3455,179.86,180.04,187895.0
CPA,CPA:UN,BBG000C298Z6,2018-03-12,135.65,137.78,134.68,137.0,125750.0,0.0,1.0,135.65,137.78,134.68,137.0,125750.0
