RESULT_COUNT: 32548,PAGE_SIZE: 10000,CURRENT_PAGE: 3,TOTAL_PAGES: 4,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,COMPOSITE_FIGI,COMPOSITE_FIGI_TICKER,SECURITY_NAME,MARKET_SECTOR,SECURITY_TYPE,STOCK_EXCHANGE,LAST_CRSP_ADJ_DATE,CURRENCY
NVUS,NVUS:UW,BBG006YQ8SZ3,BBG00241S542,NVUS:US,Novus Therapeutics Inc,Equity,Ordinary Shares,NASDAQ,2017-05-11,USD
NVX,NVX:UA,BBG000H7P6V0,BBG000H7P686,NVX:US,Nuveen California Dividend Advantage Municipal Fund 2,Equity,Ordinary Shares,AMEX,2016-10-12,USD
NVXpRA.CL,NVXpRA.CL:UN,BBG001LPYC95,,NVXpRA.CL:US,Nuveen California Dividend Advantage Municipal Fund 2,Pfd,2.35% PRF REDEEM 01/04/2014 USD 10 - Ser 2014,NYSE,,USD
NVXpRC.CL,NVXpRC.CL:UN,BBG0017VPR77,,NVXpRC.CL:US,Nuveen California Dividend Advantage Municipal Fund 2,Pfd,FR PRF PERPETUAL USD 10 - Ser 2015,NYSE,,USD
NVY,NVY:UA,BBG000DBY146,BBG000DBY0G5,NVY:US,Nuveen Pennsylvania Dividend Advantage Municipal Fund 2,,Ordinary Shares,AMEX,,USD
NVZMF,,BBG000D83T73,BBG000D83T73,NVZMF:US,Novozymes AS,Equity,Ordinary Shares - Class B,,,USD
NVZMY,,BBG000F9KN28,BBG000F9KN28,NVZMY:US,Novozymes AS,Equity,ADR,,,USD
NWARF,,BBG000GXLD25,BBG000GXLD25,NWARF:US,Norwegian Air Shuttle ASA,Equity,Ordinary Shares,,,USD
NWAU,,BBG000Q1J686,BBG000Q1J686,NWAU:US,Nowauto Inc.,Equity,Ordinary Shares,,,USD
NWBD,,BBG000K7M248,BBG000K7M248,NWBD:US,New World Brands Inc.,Equity,Ordinary Shares,,,USD
NWBI,NWBI:UW,BBG000BG8ZP8,BBG000BG8NP5,NWBI:US,Northwest Bancshares Inc,Equity,Ordinary Shares,NASDAQ,2018-08-01,USD
NWBN,,BBG000Q9QFW4,BBG000Q9QFW4,NWBN:US,New Resource Bank (CA),Equity,Ordinary Shares,,,USD
NWBO,NWBO:UW,BBG000BKSDY6,BBG000BKSDY6,NWBO:US,Northwest Biotherapeutics Inc,Equity,Ordinary Shares,NASDAQ,2012-09-26,USD
NWBOW,NWBOW:UW,BBG003PMRWC4,BBG003PMRW07,NWBOW:US,Northwest Biotherapeutics Inc,Equity,Warrants(07/12/2017),NASDAQ,,USD
NWCI,,BBG000BHFZ05,BBG000BHFZ05,NWCI:US,Newcardio Inc,Equity,Ordinary Shares,,,USD
NWCM,,BBG000C4RQ82,BBG000C4RQ82,NWCM:US,"News Communications, Inc.",Equity,Ordinary Shares,,,USD
NWCN,,BBG000KNHWJ7,BBG000KNHWJ7,NWCN:US,Network CN Inc,Equity,Ordinary Shares,,,USD
NWCOP,,BBG0001JMLC2,,NWCOP:US,News Corporation Financial Trust,Pfd,PRF REDEEM 11/12/2016 USD 5,,,USD
NWCYF,,BBG000W0GYW6,BBG000W0GYR2,NWCYF:US,New City Energy Ltd,Equity,,,,GBP
NWCZF,,BBG00JPW8RD8,BBG00JPW8RC9,NWCZF:US,Clicks Group Limited,Equity,,,,ZAR
NWDMF,,BBG008475HY2,,NWDMF:US,New Dimension Resources Ltd,Equity,Ordinary Shares,,,USD
NWE,NWE:UN,BBG000Q1NP16,BBG000Q1NMJ4,NWE:US,Northwestern Corp.,Equity,Ordinary Shares,NYSE,2018-06-14,USD
NWEFF,,BBG000PNRS55,BBG000PNRS55,NWEFF:US,New West Energy Services Inc,Equity,Ordinary Shares,,,USD
NWFAF,,BBG000JNBWF9,BBG000JNBWF9,NWFAF:US,New Focus Auto Tech Holdings Ltd.,Equity,Ordinary Shares,,,USD
NWFFF,,BBG000KD09W3,BBG000KD09W3,NWFFF:US,New World Resource Corporation,Equity,Ordinary Shares,,,USD
NWFI,NWFI:UW,BBG000BM1YX6,BBG000BM1YX6,NWFI:US,Northway Financial Inc,Equity,Ordinary Shares,NASDAQ,,USD
NWFL,NWFL:UW,BBG000BN1SN8,BBG000BN1P63,NWFL:US,Norwood Financial Corp.,Equity,Ordinary Shares,NASDAQ,2018-07-12,USD
NWGC,,BBG000D2M3X3,BBG000D2M3X3,NWGC:US,New World Gold Corp,Equity,Ordinary Shares,,,USD
NWGFF,,BBG00864XZ30,BBG00864XZ30,NWGFF:US,New Age Farm Inc,Equity,Ordinary Shares,,,USD
NWGN,,BBG000FZ2TH1,BBG000FZ2TH1,NWGN:US,"Newgen Technologies, Inc.",Equity,Ordinary Shares,,,USD
NWGPF,,BBG000PRGJ03,,NWGPF:US,Northumbrian Water Group plc,Equity,Ordinary Shares,,,USD
NWHAF,,BBG001F4TD75,BBG001F4TD75,NWHAF:US,Handa Copper Corp,Equity,Ordinary Shares,,,USD
NWHM,NWHM:UN,BBG004PQG204,BBG004PQG1V2,NWHM:US,New Home Company Inc (The),Equity,Ordinary Shares,NYSE,,USD
NWHUF,,BBG001RZ1K86,BBG001RZ1K86,NWHUF:US,NorthWest Healthcare Properties REIT Investment Trust,Equity,Unit,,,USD
NWI,NWI:UA,BBG000BSBS92,BBG000BSBRT2,NWI:US,Nuveen Maryland Dividend Advantage Municipal Fund 3,,Ordinary Shares,AMEX,,USD
NWID,,BBG000DVLN11,BBG000DVLN11,NWID:US,"New Windsor Bancorp, Inc.",Equity,Ordinary Shares,,,USD
NWIFF,,BBG000C43DP8,BBG000C43DP8,NWIFF:US,Nuinsco Resources Ltd.,Equity,Ordinary Shares,,,USD
NWIN,,BBG000BRR418,BBG000BRR418,NWIN:US,Northwest Indiana Bancorp,Equity,Ordinary Shares,,,USD
NWIpRC_,NWIpRC_:UN,BBG000005Q50,,NWIpRC_:US,Nuveen Maryland Dividend Advantage Municipal Fund 3,Pfd,2.65% SP MTP REDEEM 01/03/2015 USD 10 - Ser 2015,NYSE,,USD
NWIpRD_,NWIpRD_:UN,BBG001DM5JJ7,,NWIpRD_:US,Nuveen Maryland Dividend Advantage Municipal Fund 3,Pfd,PRF PERPETUAL USD - Ser 2016,NYSE,,USD
NWK,NWK:UN,BBG000BGFPV5,BBG000BGFM51,NWK:US,"Network Equipment Technologies, Inc.",,Ordinary Shares,NYSE,,USD
NWKHF,,BBG000DMZHC7,BBG000DMZHC7,NWKHF:US,Netcare Ltd,Equity,Ordinary Shares,,,USD
NWKHY,,BBG000GWRSH2,BBG000GWRSH2,NWKHY:US,Netcare Ltd,Equity,ADR,,,USD
NWKRF,,BBG001J4CPW4,BBG001J4CPW4,NWKRF:US,Newstrike Resources Ltd.,Equity,Ordinary Shares,,,USD
NWL,NWL:UN,BBG000BQCC63,BBG000BQC9V2,NWL:US,Newell Brands Inc,Equity,Ordinary Shares,NYSE,2018-08-30,USD
NWLI,NWLI:UW,BBG00B3ZQF20,BBG008HNHZ07,NWLI:US,National Western Life Group Inc,Equity,Ordinary Shares - Class A,NASDAQ,2017-11-07,USD
NWLNF,,BBG000PPTML3,BBG000PPTML3,NWLNF:US,New Millennium Iron Corp,Equity,Ordinary Shares,,,USD
NWLTF,,BBG000FKFXF3,BBG000FKFXF3,NWLTF:US,Newalta Corp,Equity,Ordinary Shares,,,USD
NWMH,,BBG002W30NZ4,BBG002W30NZ4,NWMH:US,National Waste Management Holdings Inc,Equity,Ordinary Shares,,,USD
NWMT,,BBG000HJ6GC4,,NWMT:US,NewMarket Technology Inc.,Equity,Ordinary Shares,,,USD
NWN,NWN:UN,BBG000C561G8,BBG000C55Z83,NWN:US,Northwest Natural Gas Co.,Equity,Ordinary Shares,NYSE,2018-07-30,USD
NWOL,,BBG000GHVG13,BBG000GHVG13,NWOL:US,North West Oil Group Inc,Equity,Ordinary Shares,,,USD
NWpB_,NWpB_:UN,BBG0001JCK26,,NWpB_:US,National Westminster Bank,Pfd,ADR - Preference Shares - Series B,NYSE,,USD
NWpC.CL,NWpC.CL:UN,BBG0000061H1,,NWpC.CL:US,National Westminster Bank,Pfd,ADR - Preference Shares - Series C,NYSE,,USD
NWPG,,BBG000Q51JV2,BBG000Q51JV2,NWPG:US,"Newport Gold, Inc",Equity,Ordinary Shares,,,USD
NWPHF,,BBG000SR49C2,BBG000SR49C2,NWPHF:US,Newron Pharmaceuticals Spa.,Equity,Ordinary Shares,,,USD
NWPN,,BBG000CX3N36,BBG000CX3N36,NWPN:US,Now Corporation,Equity,Ordinary Shares,,,USD
NWPP,,BBG000FF7SP3,BBG000FF7SP3,NWPP:US,New Peoples Bankshares Inc,Equity,Ordinary Shares,,,USD
NWPX,NWPX:UW,BBG000FLY3M8,BBG000FLVLF9,NWPX:US,Northwest Pipe Co.,Equity,Ordinary Shares,NASDAQ,,USD
NWRDF,,BBG000DSG693,BBG000DSG693,NWRDF:US,New World China Land Ltd.,Equity,Ordinary Shares,,,USD
NWRLY,,BBG000VQS2J2,BBG000VQS2J2,NWRLY:US,New World Department Store China Ltd.,Equity,ADR,,,USD
NWS,,BBG000MNYCK8,,NWS:US,News Corporation,Muni,Ordinary Shares,,2018-03-13,USD
NWSAL,,BBG0057W4W78,BBG0057W4W78,NWSAL:US,News Corporation.,Equity,Chess Depository Interest - Class B,,,USD
NWSGY,,BBG000J5JC28,BBG000J5JC28,NWSGY:US,NWS Holdings Ltd.,Equity,ADR,,,USD
NWSTF,,BBG002Z3SS53,BBG002Z3SS53,NWSTF:US,New Standard Energy Limited,Equity,Ordinary Shares,,,USD
NWSZF,,BBG000DJG951,BBG000DJG951,NWSZF:US,NWS Holdings Ltd.,Equity,Ordinary Shares,,,USD
NWTLF,,BBG004BX3PD3,BBG004BX3PD3,NWTLF:US,NewSat Ltd,Equity,Ordinary Shares,,,USD
NWTLY,,BBG000C1CJW3,BBG000C1CJW3,NWTLY:US,NewSat Ltd,Equity,ADR,,,USD
NWTR,,BBG001J49XR7,BBG001J49XR7,NWTR:US,New Western Energy Corp,Equity,Ordinary Shares,,,USD
NWTT,,BBG000BG4GS1,BBG000BG4GS1,NWTT:US,NW Technical Capital Inc,Equity,Ordinary Shares,,,USD
NWUC,,BBG000BDYWF4,BBG000BDYWF4,NWUC:US,Nationwide Utilities Corp,Equity,Ordinary Shares,,,USD
NWURF,,BBG000BDXDW8,BBG000BDX751,NWURF:US,Captor Capital Corp,Equity,Ordinary Shares,,,USD
NWVCF,,BBG000CPTJ98,BBG000CPTJ98,NWVCF:US,Enwave Corp.,Equity,Ordinary Shares,,,USD
NWVGF,,BBG000BBZWR4,BBG000BBZW85,NWVGF:US,New Wave Group AB,Equity,,,,USD
NWVM,,BBG000PDZBQ2,BBG000PDZBQ2,NWVM:US,New Environmental Solutions Inc,Equity,Ordinary Shares,,,USD
NWXJ,,BBG000BWPJL4,BBG000BWPJL4,NWXJ:US,Newax Inc,Equity,Ordinary Shares,,,USD
NWXPF,,BBG000D7VS21,BBG000D7VS21,NWXPF:US,Newport Exploration Ltd,Equity,Ordinary Shares,,,USD
NWY,NWY:UN,BBG000B9XF07,BBG000B9XC04,NWY:US,"New York & Company, Inc",Equity,Ordinary Shares,NYSE,,USD
NX,NX:UN,BBG000TXVNY3,BBG000TXVLZ6,NX:US,Quanex Building Products Corp,Equity,Ordinary Shares,NYSE,2018-06-14,USD
NXC,NXC:UN,BBG000CTKX34,BBG000CTKTZ8,NXC:US,Nuveen California Select Tax-Free Income Portfolio,Equity,Ordinary Shares,NYSE,2018-08-14,USD
NXCLF,,BBG000PXCGC7,BBG000PXCGC7,NXCLF:US,Lifull Co Ltd.,Equity,Ordinary Shares,,,USD
NXCN,,BBG000BX4P86,BBG000BX4P86,NXCN:US,NXChain Inc,Equity,Ordinary Shares,,,USD
NXE,NXE:UA,BBG004WG63P0,BBG004WG63P0,NXE:US,NexGen Energy Ltd,Equity,Ordinary Shares,AMEX,,USD
NXE,NXE:UA,BBG004WG63Q9,BBG004WG63P0,NXE:US,NexGen Energy Ltd,,Ordinary Shares,AMEX,,CAD
NXEL,,BBG000BQRDH3,BBG000BQRDH3,NXEL:US,Nextelligence Inc.,Equity,Ordinary Shares,,,USD
NXEO,NXEO:UW,BBG006XPLT89,BBG006XPLSX3,NXEO:US,Nexeo Solutions Inc,Equity,Ordinary Shares,NASDAQ,,USD
NXEOU,NXEOU:UW,BBG006LB77Q7,BBG006L24YH1,NXEOU:US,Nexeo Solutions Inc,Equity,Units,NASDAQ,,USD
NXEOW,NXEOW:UW,BBG006XPLVM8,BBG006XPLV84,NXEOW:US,Nexeo Solutions Inc,Equity,Warrants (17/06/2021),NASDAQ,,USD
NXEpRC_,NXEpRC_:UN,BBG001K1GJJ3,,NXEpRC_:US,Nuveen Arizona Dividend Advantage Municipal Fund 3,Pfd,FR PRF REDEEM 01/03/2016 USD 10 - Ser 2016,NYSE,,USD
NXES,,BBG000G071T0,BBG000G071T0,NXES:US,Nexus Enterprise Solutions Inc,Equity,Ordinary Shares,,,USD
NXEYF,,BBG000GQY5R6,BBG000GQY5R6,NXEYF:US,Nexus Energy,Equity,Ordinary Shares,,,USD
NXFI,,BBG000VFKLY5,BBG000VFKLY5,NXFI:US,Next Fuel Inc,Equity,Ordinary Shares,,,USD
NXG,NXG:UA,BBG000JW7LT3,BBG000JW7K60,NXG:US,Northgate Minerals Corp.,,Ordinary Shares,AMEX,,USD
NXGA,,BBG000BCBZQ2,BBG000BCBZQ2,NXGA:US,Next Galaxy Corp,Equity,Ordinary Shares,,,USD
NXGH,,BBG000VG5L89,BBG000VG5L89,NXGH:US,Next Group Holdings Inc,Equity,Ordinary Shares,,,USD
NXGIF,,BBG000JN2WH7,BBG000JN2WH7,NXGIF:US,Nexus Group International Inc.,Equity,Ordinary Shares,,,USD
NXGM,,BBG000BWVC50,BBG000BWVC50,NXGM:US,NexGen Mining Inc,Equity,Ordinary Shares,,,USD
NXGPF,,BBG000C840P6,BBG000C840P6,NXGPF:US,Next plc.,Equity,Ordinary Shares,,,USD
NXGPY,,BBG000JT32F1,BBG000JT32F1,NXGPY:US,Next plc.,Equity,ADR,,,USD
NXGRF,,BBG00FVHGDZ0,BBG00FVHGDZ0,NXGRF:US,NEX Group Plc,Equity,Ordinary Shares,,,USD
NXI,NXI:UA,BBG000D61GD0,BBG000D61G22,NXI:US,Nuveen Ohio Dividend Advantage Municipal Fund,,Ordinary Shares,AMEX,,USD
NXIpRC_,NXIpRC_:UN,BBG00194RW81,,NXIpRC_:US,Nuveen Ohio Dividend Advantage Municipal Fund,Pfd,FR PRF REDEEM 01/12/2015 USD 10,NYSE,,USD
NXIpRD_,NXIpRD_:UA,BBG001KSB1J8,,NXIpRD_:US,Nuveen Ohio Dividend Advantage Municipal Fund,Pfd,2.95% PRF REDEEM 01/04/2016 USD 10 - Ser 2016,AMEX,,USD
NXJ,NXJ:UN,BBG000D61WS9,BBG000D61W81,NXJ:US,Nuveen New Jersey Quality Municipal Income Fund,Equity,Ordinary Shares,NYSE,2018-08-14,USD
NXJpC.CL,NXJpC.CL:UN,BBG0016WKWS7,,NXJpC.CL:US,Nuveen New Jersey Dividend Advantage Municipal Fund,Pfd,2% PRF PERPETUAL USD 10 - Ser 2015,NYSE,,USD
NXJpRA.CL,NXJpRA.CL:UN,BBG001LH88K8,,NXJpRA.CL:US,Nuveen New Jersey Dividend Advantage Municipal Fund,Pfd,2.30% PRF REDEEM 01/04/2014 USD 10 - Ser 2014,NYSE,,USD
NXK,NXK:UA,BBG000D64G65,BBG000D64DQ0,NXK:US,Nuveen New York Dividend Advantage Municipal Fund 2,,Ordinary Shares,AMEX,2015-06-03,USD
NXKpRC.CL,NXKpRC.CL:UN,BBG000005R85,,NXKpRC.CL:US,Nuveen New York Dividend Advantage Municipal Fund 2,Pfd,FR PRF REDEEM 01/05/2015 USD 10 - Ser 2015,NYSE,,USD
NXLpE,NXLpE:UN,BBG0001JGNV4,,NXLpE:US,"New Plan Excel Realty Trust, Inc.",Pfd,PRF PERPETUAL USD 25 - Series E 7.62%,NYSE,,USD
NXLPRA,NXLPRA:UN,BBG0001JB8G9,,NXLPRA:US,"New Plan Excel Realty Trust, Inc.",Pfd,,NYSE,,USD
NXM,NXM:UA,BBG000D66XD8,BBG000D66X02,NXM:US,Nuveen Pennsylvania Dividend Advantage Municipal Fund,,Ordinary Shares,AMEX,,USD
NXMR,,BBG000D881H8,BBG000D881H8,NXMR:US,Nextmart Inc,Equity,Ordinary Shares,,,USD
NXN,NXN:UN,BBG000CTM9J8,BBG000CTM7S2,NXN:US,Nuveen New York Select Tax-Free Income Portfolio,Equity,Ordinary Shares,NYSE,2018-08-14,USD
NXNN,NXNN:UV,BBG00HC16WG2,BBG00BMFDH87,NXNN:US,Nexeon MedSystems Inc,Equity,Ordinary Shares,OTCM,,USD
NXOPF,,BBG001PH50T5,BBG001PH50T5,NXOPF:US,Nexoptic Technology Corp,Equity,Ordinary Shares,,,USD
NXP,NXP:UN,BBG000CPN0J4,BBG000CPMYC8,NXP:US,Nuveen Select Tax-Free Income Portfolio,Equity,Ordinary Shares,NYSE,2018-08-14,USD
NXPC,,BBG000BYFCG2,BBG000BYFCG2,NXPC:US,Nexplore Corp,Equity,Ordinary Shares,,,USD
NXPGF,,BBG000C1Z1Q4,BBG000C1Z1Q4,NXPGF:US,National Express Group plc,Equity,Ordinary Shares,,,USD
NXPGY,,BBG000PRDSG9,BBG000PRDSG9,NXPGY:US,National Express Group plc,Equity,,,,USD
NXPI,NXPI:UW,BBG000BNDGF0,BBG000BND699,NXPI:US,NXP Semiconductors NV,Equity,Ordinary Shares,NASDAQ,,USD
NXPRF,,BBG000DGZH67,BBG000DGZH67,NXPRF:US,Nexans,Equity,Ordinary Shares,,,USD
NXPSQ,,BBG000C36FW4,BBG000C36FW4,NXPSQ:US,Nexprise Inc.,Equity,Ordinary Shares,,,USD
NXQ,NXQ:UN,BBG000C288S5,BBG000C286X3,NXQ:US,Nuveen Select Tax-Free Income Portfolio 2,Equity,Ordinary Shares,NYSE,2018-08-14,USD
NXR,NXR:UN,BBG000CVJL46,BBG000CVJHY2,NXR:US,Nuveen Select Tax-Free Income Portfolio 3,Equity,Ordinary Shares,NYSE,2018-08-14,USD
NXRA,NXRA:UW,BBG000BMSWH9,BBG000BMSWH9,NXRA:US,Nextera Enterprises Inc,Equity,Ordinary Shares,NASDAQ,,USD
NXRT,NXRT:UN,BBG0077Q6QN0,BBG0077Q6QJ5,NXRT:US,NexPoint Residential Trust Inc,Equity,Ordinary Shares,NYSE,2018-06-14,USD
NXSI,,BBG000DTC5R7,BBG000DTC5R7,NXSI:US,Nexis International Industries Inc,Equity,Ordinary Shares,,,USD
NXSL,,BBG000CFQ3L4,BBG000CFQ3L4,NXSL:US,Nextech Solutions Inc,Equity,Ordinary Shares,,,USD
NXST,NXST:UW,BBG000DZJY11,BBG000DZJVH0,NXST:US,Nexstar Media Group Inc,Equity,Ordinary Shares - Class A,NASDAQ,2018-08-09,USD
NXTD,NXTD:UW,BBG0043BXMF2,BBG0043BXM26,NXTD:US,Nxt-ID Inc,Equity,Ordinary Shares,NASDAQ,2016-09-12,USD
NXTDW,NXTDW:UW,BBG0071GKV42,BBG0071GKTX5,NXTDW:US,Nxt-ID Inc,Equity,Warrants (02/09/2019),NASDAQ,,USD
NXTFF,,BBG000MMK236,BBG000MMK236,NXTFF:US,Nextraction Energy Corp,Equity,Ordinary Shares,,,USD
NXTH,,BBG000V9FY13,BBG000V9FY13,NXTH:US,NXT Nutritionals Holdings Inc,Equity,Ordinary Shares,,,USD
NXTM,NXTM:UW,BBG000HSR8S2,BBG000HSPTH0,NXTM:US,NXStage Medical Inc,Equity,Ordinary Shares,NASDAQ,,USD
NXTN,,BBG000PX49Y8,BBG000PX49Y8,NXTN:US,Next10 Inc,Equity,Ordinary Shares,,,USD
NXTTF,,BBG001QB8WC2,BBG001QB8VY0,NXTTF:US,Namaste Technologies Inc,Equity,Ordinary Shares,,,USD
NXTY,NXTY:UW,BBG000QJVWD0,BBG000QJVWD0,NXTY:US,Nexity Financial Corporation,Equity,Ordinary Shares,NASDAQ,,USD
NXUR,,BBG000DK1D91,BBG000DK1D91,NXUR:US,NX Uranium Inc,Equity,Ordinary Shares,,,USD
NXXGF,,BBG00F5G6YJ4,,NXXGF:US,Nexus Gold Corp.,Equity,Ordinary Shares,,,USD
NXXI,NXXI:UW,BBG000GGJ595,BBG000JMZNR2,NXXI:US,Nutrition 21 Inc.,Equity,Ordinary Shares,NASDAQ,,USD
NXXTF,,BBG00GP237R4,BBG00GP237R4,NXXTF:US,Next Games Corporation,Equity,Ordinary Shares - Class A,,,USD
NXY,NXY:UN,BBG000JF5GM0,BBG000JF5CV9,NXY:US,Nexen Inc.,,Ordinary Shares,NYSE,,USD
NXY/PR,NXY/PR:UN,BBG0001JCDL1,,NXY/PR:US,Nexen Inc.,Pfd,PRF PERPETUAL USD 25,NYSE,,USD
NXYpRB_,,BBG000007G96,,NXYpRB_:US,Nexen Inc.,Pfd,7.35% NT REDEEM 01/11/2043 USD 25,,,USD
NXY/PR/CL,NXY/PR/CL:UN,BBG000006797,,NXY/PR/CL:US,Nexen Inc.,Pfd,PRF PERPETUAL USD 25,NYSE,,USD
NXZ,NXZ:UA,BBG000D67C89,BBG000D67BF3,NXZ:US,Nuveen Dividend Advantage Municipal Fund 2,Equity,Ordinary Shares,AMEX,2016-03-11,USD
NY,NY:UP,BBG0024FPC94,,NY:US,BTC iShares NYSE Composite Index Fund,Equity,Exchange Traded Fund,NYSE,,USD
NYCB,NYCB:UN,BBG000BVXS28,BBG000BVXPZ8,NYCB:US,New York Community Bancorp Inc.,Equity,Ordinary Shares,NYSE,2018-08-06,USD
NYCBpA,NYCBpA:UN,BBG00G6MQHY6,,NYCBpA:US,New York Community Bancorp Inc.,Pfd,FXDFR PRF PERPETUAL USD 25 - Ser A 1/40th Int,NYSE,,USD
NYCBpU,NYCBpU:UN,BBG0000072G9,,NYCBpU:US,New York Community Capital Trust V,Pfd,6% SP REDEEM 01/11/2051 USD 50,NYSE,,USD
NYF,NYF:UP,BBG000TGHGL5,BBG000TGHF00,NYF:US,BTC iShares New York Muni Bond ETF,Equity,Exchange Traded Fund,NYSE,2018-06-01,USD
NYH,NYH:UA,BBG000PF79K9,BBG000PF78L0,NYH:US,Eaton Vance New York Municipal Bond Fund II,Equity,Ordinary Shares,AMEX,2018-08-23,USD
NYLD,NYLD:UN,BBG008MZ5LW3,BBG008LJ4TF3,NYLD:US,NRG Yield Inc,Equity,Ordinary Shares - Class C,NYSE,2018-08-31,USD
NYLD.A,NYLD.A:UN,BBG004P33YX3,BBG004P33PN3,NYLD.A:US,NRG Yield Inc,Equity,Ordinary Shares - Class A,NYSE,2018-08-31,USD
NYLE,,BBG000BQV736,BBG000BQV736,NYLE:US,Nyle International Corp.,Equity,Ordinary Shares,,,USD
NYLXF,,BBG000BG34Y2,BBG000BG34K7,NYLXF:US,Nylex (Malaysia) Bhd,Equity,Ordinary Shares,,,USD
NYMAF,,BBG000BD6706,BBG000BD66S8,NYMAF:US,Nihon Yamamura Glass Co. Ltd.,Equity,,,,JPY
NYMH,,BBG000C709S0,BBG000C709S0,NYMH:US,NYMET Holdings Inc,Equity,Ordinary Shares,,,USD
NYMT,NYMT:UW,BBG000GZ9B64,BBG000GZ8014,NYMT:US,New York Mortgage Trust Inc,Equity,Ordinary Shares,NASDAQ,2018-06-27,USD
NYMTN,NYMTN:UW,BBG00HXJPBG5,,NYMTN:US,New York Mortgage Trust Inc,Pfd,FXDFR PRF PERPETUAL USD 25 - Ser D,NASDAQ,2018-06-28,USD
NYMTO,NYMTO:UW,BBG008HD88P2,,NYMTO:US,New York Mortgage Trust Inc,Pfd,7.875% PRF PERPETUAL USD 25 - Ser C,NASDAQ,2018-06-28,USD
NYMTP,NYMTP:UW,BBG004MK9315,,NYMTP:US,New York Mortgage Trust Inc,Pfd,7.75% PRF PERPETUAL USD 25 - Ser B,NASDAQ,2018-06-28,USD
NYMX,NYMX:UW,BBG000FYHZG5,BBG000FYGR29,NYMX:US,Nymox Pharmaceutical Corp,Equity,Ordinary Shares,NASDAQ,,USD
NYNY,NYNY:UW,BBG000BKMBY6,BBG000BKM8Q2,NYNY:US,Empire Resorts Inc,Equity,Ordinary Shares,NASDAQ,2015-12-23,USD
NYNYR,NYNYR:UW,BBG00BT72H35,BBG00BT72GX4,NYNYR:US,Empire Resorts Inc,Equity,Tradeable Rights - Feb 2016,NASDAQ,,USD
NYOTF,,BBG000HW8RG5,BBG000HW8RG5,NYOTF:US,Nyota Minerals Ltd,Equity,Ordinary Shares,,,USD
NYRSY,,BBG000VL25F8,BBG000VL22F5,NYRSY:US,Nyrstar NV,Equity,ADR,,,USD
NYRT,NYRT:UN,BBG006BFYRJ3,BBG001BH1T39,NYRT:US,New York REIT Inc,Equity,Ordinary Shares,NYSE,2018-03-16,USD
NYT,NYT:UN,BBG000FFD4B4,BBG000FFC0B3,NYT:US,New York Times Co.,Equity,Ordinary Shares - Class A,NYSE,2018-07-10,USD
NYTAB,,BBG000F76JZ1,BBG000F76JZ1,NYTAB:US,New York Times Co.,Equity,Ordinary Shares - Class B,,,USD
NYTEE,,BBG001HGBL68,BBG001HGBL68,NYTEE:US,Sable Natural Resources Corp,Equity,Ordinary Shares,,,USD
NYUKF,,BBG000C16DQ0,BBG000C16DQ0,NYUKF:US,Nippon Yusen Kabushiki Kaisha,Equity,Ordinary Shares,,,USD
NYV,NYV:UN,BBG000HVF2L8,BBG000HVF238,NYV:US,Nuveen New York Municipal Value Fund 2,Equity,Ordinary Shares,NYSE,2018-08-14,USD
NYVA,,BBG000BQVLD4,BBG000BQVLD4,NYVA:US,Nyvatex Oil Corp,Equity,Ordinary Shares,,,USD
NYW,NYW:UP,BBG0008M9S74,,NYW:US,"Merrill Lynch & Co., Inc",Corp,ZC SP ARN REDEEM 26/06/2009 USD 10,NYSE,,USD
NYWKF,,BBG000D6VL19,BBG000D6VL19,NYWKF:US,NTG Clarity Networks Inc,Equity,Ordinary Shares,,,USD
NYX,NYX:UN,BBG000BGFNG7,BBG000BGFLL5,NYX:US,NYSE Euronext,,Ordinary Shares,NYSE,,USD
NYXO,,BBG000TJZT68,BBG000TJZT68,NYXO:US,Nyxio Technologies Corp,Equity,Ordinary Shares,,,USD
NZEOF,,BBG000BKKKF9,,NZEOF:US,New Zealand Oil & Gas,Equity,Ordinary Shares,,,USD
NZEOY,,BBG000JYRZY0,BBG000JYRZY0,NZEOY:US,New Zealand Oil & Gas,Equity,ADR,,,USD
NZERF,,BBG00262C7R6,BBG00262C7R6,NZERF:US,New Zealand Energy Corp,Equity,Ordinary Shares,,,USD
NZF,NZF:UN,BBG000BG9MY6,BBG000BG9MK1,NZF:US,Nuveen Municipal Credit Income Fund,Equity,Ordinary Shares,NYSE,2018-08-14,USD
NZFpRC.CL,NZFpRC.CL:UN,BBG001BRTBD5,,NZFpRC.CL:US,Nuveen Dividend Advantage Municipal Fund 3,Pfd,FR PRF REDEEM 01/01/2016 USD 10 - Ser 2016,NYSE,,USD
NZH,NZH:UA,BBG000BGD970,BBG000BGD8X3,NZH:US,Nuveen California Dividend Advantage Municipal Fund 3,Equity,Ordinary Shares,AMEX,2016-10-12,USD
NZHpRA.CL,NZHpRA.CL:UN,BBG001M2YP87,,NZHpRA.CL:US,Nuveen California Dividend Advantage Municipal Fund 3,Pfd,2.35% PRF REDEEM 01/05/2014 USD 10 - Ser 2014,NYSE,,USD
NZHpRB.CL,NZHpRB.CL:UN,BBG001QMJB05,,NZHpRB.CL:US,Nuveen California Dividend Advantage Municipal Fund 3,Pfd,2.25% PRF REDEEM 01/07/2014 USD 10 - 2014,NYSE,,USD
