RESULT_COUNT: 9957,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
BOCH,BOCH:UW,BBG000C61XT7,2018-03-19,11.85,11.95,11.75,11.8,18975.0,0.0,1.0,11.85,11.95,11.75,11.8,18975.0
BOE,BOE:UN,BBG000CLJNB6,2018-03-19,11.74,11.74,11.63,11.7,149891.0,0.0,1.0,11.74,11.74,11.63,11.7,149891.0
BOFI,BOFI:UW,BBG000QPHLF4,2018-03-19,41.76,41.93,40.791,41.39,653958.0,0.0,1.0,41.76,41.93,40.791,41.39,653958.0
BOH,BOH:UN,BBG000C8DC25,2018-03-19,86.14,86.2,84.92,86.05,199279.0,0.0,1.0,86.14,86.2,84.92,86.05,199279.0
BOIL,BOIL:UN,BBG0024TGRW5,2018-03-19,5.29,5.31,5.26,5.3,442420.0,0.0,1.0,5.29,5.31,5.26,5.3,442420.0
BOJA,BOJA:UW,BBG008G66LP1,2018-03-19,13.95,14.4,13.75,14.05,698097.0,0.0,1.0,13.95,14.4,13.75,14.05,698097.0
BOKF,BOKF:UW,BBG000CG0FH8,2018-03-19,100.97,107.0,99.41,100.64,135001.0,0.0,1.0,100.97,107.0,99.41,100.64,135001.0
BOND,BOND:UN,BBG002N12BG3,2018-03-19,103.61,103.749,103.55,103.65,39832.0,0.0,1.0,103.61,103.749,103.55,103.65,39832.0
BOOM,BOOM:UW,BBG000BDM003,2018-03-19,27.4,27.7,26.7446,27.05,143441.0,0.0,1.0,27.4,27.7,26.7446,27.05,143441.0
BOOT,BOOT:UN,BBG0077SYZZ2,2018-03-19,18.64,19.0,18.38,18.66,305084.0,0.0,1.0,18.64,19.0,18.38,18.66,305084.0
BORN,BORN:UN,BBG000QTHRT8,2018-03-19,1.36,1.39,1.3501,1.39,43251.0,0.0,1.0,1.36,1.39,1.3501,1.39,43251.0
BOS,BOS:UN,BBG000GDF355,2018-03-19,16.16,15.59,15.59,15.59,700.0,0.0,1.0,16.16,15.59,15.59,15.59,700.0
BOSC,BOSC:UW,BBG000KVZQM8,2018-03-19,2.1,2.1,2.0,2.06,18100.0,0.0,1.0,2.1,2.1,2.0,2.06,18100.0
BOTJ,BOTJ:UW,BBG000BXNNK6,2018-03-19,15.59,15.59,15.59,15.59,177.0,0.0,1.0,15.59,15.59,15.59,15.59,177.0
BOX,BOX:UN,BBG0067SDZN0,2018-03-19,21.11,21.16,20.77,20.92,2164532.0,0.0,1.0,21.11,21.16,20.77,20.92,2164532.0
BP,BP:UN,BBG000BT4G94,2018-03-19,39.22,39.235,38.5645,38.75,4239323.0,0.0,1.0,39.22,39.235,38.5645,38.75,4239323.0
BPFH,BPFH:UW,BBG000BMBRM2,2018-03-19,15.5,15.6,15.25,15.55,447620.0,0.0,1.0,15.5,15.6,15.25,15.55,447620.0
BPFHP,BPFHP:UW,,2018-03-19,25.22,25.23,25.21,25.21,1450.0,0.0,1.0,25.22,25.23,25.21,25.21,1450.0
BPFHW,BPFHW:UW,BBG001HMBCJ1,2018-03-19,9.2633,9.2633,9.2633,9.2633,6.0,0.0,1.0,9.2633,9.2633,9.2633,9.2633,6.0
BPI,BPI:UN,BBG000C3CSS4,2018-03-19,7.32,7.49,7.18,7.41,137877.0,0.0,1.0,7.32,7.49,7.18,7.41,137877.0
BPK,BPK:UN,BBG000CTVGN7,2018-03-19,14.91,14.92,14.8926,14.91,103634.0,0.0,1.0,14.91,14.92,14.8926,14.91,103634.0
BPL,BPL:UN,BBG000BDMMC2,2018-03-19,43.0,43.0,40.8,40.98,1082288.0,0.0,1.0,43.0,43.0,40.8,40.98,1082288.0
BPMC,BPMC:UW,BBG008D08M37,2018-03-19,98.31,101.59,98.31,100.24,329773.0,0.0,1.0,98.31,101.59,98.31,100.24,329773.0
BPMX,BPMX:UN,,2018-03-19,0.26,0.27,0.235,0.265,14316582.0,0.0,1.0,0.26,0.27,0.235,0.265,14316582.0
BPOP,BPOP:UW,BBG000BDNQ32,2018-03-19,44.45,44.45,43.36,44.04,938965.0,0.0,1.0,44.45,44.45,43.36,44.04,938965.0
BPOPM,BPOPM:UW,,2018-03-19,22.55,22.55,22.44,22.45,1500.0,0.0,1.0,22.55,22.55,22.44,22.45,1500.0
BPOPN,BPOPN:UW,,2018-03-19,24.37,24.4,24.37,24.4,1250.0,0.0,1.0,24.37,24.4,24.37,24.4,1250.0
BPT,BPT:UN,BBG000C0MTK5,2018-03-19,22.8,23.0,22.25,22.5,192746.0,0.0,1.0,22.8,23.0,22.25,22.5,192746.0
BPTH,BPTH:UW,,2018-03-19,1.9,1.9,1.7951,1.88,31927.0,0.0,1.0,1.9,1.9,1.7951,1.88,31927.0
BPY,BPY:UW,BBG004BMM194,2018-03-19,20.25,20.3,20.0,20.04,198926.0,0.0,1.0,20.25,20.3,20.0,20.04,198926.0
BQH,BQH:UN,BBG000DXDL92,2018-03-19,13.2,13.2217,13.1783,13.19,11398.0,0.0,1.0,13.2,13.2217,13.1783,13.19,11398.0
BR,BR:UN,BBG000PPFN90,2018-03-19,106.8,107.11,105.9501,106.92,986410.0,0.0,1.0,106.8,107.11,105.9501,106.92,986410.0
BRC,BRC:UN,BBG000BDNXL7,2018-03-19,38.35,38.5,37.85,38.1,157998.0,0.0,1.0,38.35,38.5,37.85,38.1,157998.0
BREW,BREW:UW,BBG000FDR308,2018-03-19,18.75,18.95,18.5,18.65,50784.0,0.0,1.0,18.75,18.95,18.5,18.65,50784.0
BRF,BRF:UN,BBG000LZMBV5,2018-03-19,24.3,24.4,24.0501,24.17,28249.0,0.0,1.0,24.3,24.4,24.0501,24.17,28249.0
BRFS,BRFS:UN,BBG000BB8V23,2018-03-19,7.49,7.66,7.47,7.59,1761508.0,0.0,1.0,7.49,7.66,7.47,7.59,1761508.0
BRG,BRG:UN,BBG005NDV018,2018-03-19,8.54,8.54,8.27,8.49,131300.0,0.0,1.0,8.54,8.54,8.27,8.49,131300.0
BRID,BRID:UW,BBG000BDQ3J3,2018-03-19,17.82,17.82,17.22,17.23,1155.0,0.0,1.0,17.82,17.82,17.22,17.23,1155.0
BRK.A,BRK.A:UN,BBG000DWCHZ5,2018-03-19,310399.99,310513.1,304100.0,305980.0,271.0,0.0,1.0,310399.99,310513.1,304100.0,305980.0,271.0
BRK.B,BRK.B:UN,BBG000DWH8Q0,2018-03-19,206.87,207.06,202.64,203.99,4059514.0,0.0,1.0,206.87,207.06,202.64,203.99,4059514.0
BRKL,BRKL:UW,BBG000BFYS13,2018-03-19,17.0,17.1,16.7859,17.05,175286.0,0.0,1.0,17.0,17.1,16.7859,17.05,175286.0
BRKR,BRKR:UW,BBG000CL2SH7,2018-03-19,29.91,30.12,29.54,29.96,385258.0,0.0,1.0,29.91,30.12,29.54,29.96,385258.0
BRKS,BRKS:UW,BBG000DXBWC6,2018-03-19,29.34,29.34,28.39,29.21,427596.0,0.0,1.0,29.34,29.34,28.39,29.21,427596.0
BRN,BRN:UN,BBG000BDQWG2,2018-03-19,1.87,1.87,1.85,1.85,732.0,0.0,1.0,1.87,1.87,1.85,1.85,732.0
BRO,BRO:UN,BBG000BWSJ77,2018-03-19,52.69,52.99,52.34,52.62,429579.0,0.0,1.0,52.69,52.99,52.34,52.62,429579.0
BRS,BRS:UN,BBG000BQJ5H9,2018-03-19,12.93,13.3,12.43,12.7,461056.0,0.0,1.0,12.93,13.3,12.43,12.7,461056.0
BRSS,BRSS:UN,BBG0027F2FL5,2018-03-19,33.95,34.1,33.25,33.8,112582.0,0.0,1.0,33.95,34.1,33.25,33.8,112582.0
BRX,BRX:UN,BBG004V7PD50,2018-03-19,15.31,15.31,15.045,15.18,2648503.0,0.0,1.0,15.31,15.31,15.045,15.18,2648503.0
BRZU,BRZU:UN,BBG004F0NT87,2018-03-19,49.45,50.64,48.6,49.61,280415.0,0.0,1.0,49.45,50.64,48.6,49.61,280415.0
BSAC,BSAC:UN,BBG000BCZRD8,2018-03-19,33.1,33.255,32.975,33.15,365122.0,0.0,1.0,33.1,33.255,32.975,33.15,365122.0
BSBR,BSBR:UN,BBG000QSFVW9,2018-03-19,11.27,11.355,11.155,11.32,926163.0,0.0,1.0,11.27,11.355,11.155,11.32,926163.0
BSCI,BSCI:UN,BBG002TXQXL7,2018-03-19,21.12,21.12,21.1,21.115,108961.0,0.0,1.0,21.12,21.12,21.1,21.115,108961.0
BSCJ,BSCJ:UN,BBG002TXQR85,2018-03-19,20.96,20.97,20.94,20.95,134184.0,0.0,1.0,20.96,20.97,20.94,20.95,134184.0
BSCK,BSCK:UN,BBG002TXQS74,2018-03-19,21.04,21.04,20.99,21.0,198260.0,0.0,1.0,21.04,21.04,20.99,21.0,198260.0
BSCL,BSCL:UN,BBG004TVVZ63,2018-03-19,20.77,20.78,20.74,20.77,129831.0,0.0,1.0,20.77,20.78,20.74,20.77,129831.0
BSCM,BSCM:UN,BBG000QYZT86,2018-03-19,20.73,20.74,20.67,20.7,110562.0,0.0,1.0,20.73,20.74,20.67,20.7,110562.0
BSCN,BSCN:UN,BBG0074B6LL9,2018-03-19,20.33,20.34,20.29,20.31,61713.0,0.0,1.0,20.33,20.34,20.29,20.31,61713.0
BSCO,BSCO:UN,BBG0074B6ND4,2018-03-19,20.23,20.26,20.1801,20.1849,38957.0,0.0,1.0,20.23,20.26,20.1801,20.1849,38957.0
BSD,BSD:UN,BBG000BGRZ77,2018-03-19,12.55,12.56,12.5,12.55,24526.0,0.0,1.0,12.55,12.56,12.5,12.55,24526.0
BSE,BSE:UN,BBG000BMHC12,2018-03-19,12.52,12.5215,12.48,12.5,13514.0,0.0,1.0,12.52,12.5215,12.48,12.5,13514.0
BSET,BSET:UW,BBG000BDS301,2018-03-19,33.4,34.35,33.075,33.95,26052.0,0.0,1.0,33.4,34.35,33.075,33.95,26052.0
BSF,BSF:UW,BBG000GKQYY7,2018-03-19,10.3,10.305,10.29,10.3,15262.0,0.0,1.0,10.3,10.305,10.29,10.3,15262.0
BSJI,BSJI:UN,BBG002XRNDH7,2018-03-19,25.07,25.099,25.06,25.07,76499.0,0.0,1.0,25.07,25.099,25.06,25.07,76499.0
BSJJ,BSJJ:UN,BBG0059L0GH8,2018-03-19,24.24,24.24,24.1833,24.23,426919.0,0.0,1.0,24.24,24.24,24.1833,24.23,426919.0
BSJK,BSJK:UN,BBG0059L0JV6,2018-03-19,24.33,24.359,24.25,24.29,183501.0,0.0,1.0,24.33,24.359,24.25,24.29,183501.0
BSJL,BSJL:UN,BBG0074B6ZF5,2018-03-19,24.66,24.7,24.589,24.64,96811.0,0.0,1.0,24.66,24.7,24.589,24.64,96811.0
BSJM,BSJM:UN,BBG0074B8SS5,2018-03-19,24.56,24.57,24.45,24.52,34374.0,0.0,1.0,24.56,24.57,24.45,24.52,34374.0
BSL,BSL:UN,BBG000QFYFR7,2018-03-19,18.14,18.14,18.03,18.05,18383.0,0.0,1.0,18.14,18.14,18.03,18.05,18383.0
BSM,BSM:UN,BBG008B5CF74,2018-03-19,17.41,17.41,17.02,17.17,52094.0,0.0,1.0,17.41,17.41,17.02,17.17,52094.0
BSMX,BSMX:UN,BBG0039G9419,2018-03-19,6.79,6.9,6.675,6.83,1884166.0,0.0,1.0,6.79,6.9,6.675,6.83,1884166.0
BSPM,BSPM:UW,BBG000BB9VD0,2018-03-19,3.69,4.199,3.66,3.98,387202.0,0.0,1.0,3.69,4.199,3.66,3.98,387202.0
BSQR,BSQR:UW,BBG000C1D0G1,2018-03-19,3.75,4.025,3.75,4.025,21862.0,0.0,1.0,3.75,4.025,3.75,4.025,21862.0
BSRR,BSRR:UW,BBG000BDJBN8,2018-03-19,28.1,28.43,27.83,28.36,15238.0,0.0,1.0,28.1,28.43,27.83,28.36,15238.0
BST,BST:UN,BBG0077G51X7,2018-03-19,31.72,31.72,30.9433,31.14,231899.0,0.0,1.0,31.72,31.72,30.9433,31.14,231899.0
BSTC,BSTC:UW,BBG000CLV6B9,2018-03-19,40.06,43.47,40.0,42.71,44535.0,0.0,1.0,40.06,43.47,40.0,42.71,44535.0
BSV,BSV:UN,BBG000R44JX9,2018-03-19,78.27,78.34,78.2601,78.29,1199652.0,0.0,1.0,78.27,78.34,78.2601,78.29,1199652.0
BSX,BSX:UN,BBG000C0LY07,2018-03-19,27.92,28.02,27.3595,27.62,5187592.0,0.0,1.0,27.92,28.02,27.3595,27.62,5187592.0
BT,BT:UN,BBG000BDT9G0,2018-03-19,16.06,16.065,15.93,16.0,1096367.0,0.0,1.0,16.06,16.065,15.93,16.0,1096367.0
BTA,BTA:UN,BBG000BWS4V3,2018-03-19,11.32,11.32,11.22,11.25,29115.0,0.0,1.0,11.32,11.32,11.22,11.25,29115.0
BTAL,BTAL:UN,BBG0021PH045,2018-03-19,18.7148,18.8004,18.7148,18.8004,2183.0,0.0,1.0,18.7148,18.8004,18.7148,18.8004,2183.0
BTE,BTE:UN,BBG000BW3P34,2018-03-19,2.76,2.82,2.69,2.73,1053840.0,0.0,1.0,2.76,2.82,2.69,2.73,1053840.0
BTG,BTG:UN,,2018-03-19,2.9,2.91,2.73,2.75,5844112.0,0.0,1.0,2.9,2.91,2.73,2.75,5844112.0
BTI,BTI:UN,BBG000BWQ0W2,2018-03-19,57.25,57.34,56.32,56.49,2010402.0,0.0,1.0,57.25,57.34,56.32,56.49,2010402.0
BTN,BTN:UN,BBG000N3FYQ8,2018-03-19,4.5,4.9,4.5,4.75,3297.0,0.0,1.0,4.5,4.9,4.5,4.75,3297.0
BTO,BTO:UN,BBG000DH1WY8,2018-03-19,40.34,40.56,39.61,39.96,42130.0,0.0,1.0,40.34,40.56,39.61,39.96,42130.0
BTT,BTT:UN,BBG003BPM037,2018-03-19,21.28,21.3,21.15,21.22,96463.0,0.0,1.0,21.28,21.3,21.15,21.22,96463.0
BTU,BTU:UN,BBG000FW05N5,2018-03-19,40.01,40.16,38.48,38.62,1178423.0,0.0,1.0,40.01,40.16,38.48,38.62,1178423.0
BTX,BTX:UN,BBG000G8RKG3,2018-03-19,2.79,2.79,2.65,2.7,321404.0,0.0,1.0,2.79,2.79,2.65,2.7,321404.0
BTX.W,BTX.W:UN,,2018-03-19,0.106,0.106,0.106,0.106,1284.0,0.0,1.0,0.106,0.106,0.106,0.106,1284.0
BTZ,BTZ:UN,BBG000QHYK56,2018-03-19,12.57,12.62,12.57,12.62,163199.0,0.0,1.0,12.57,12.62,12.57,12.62,163199.0
BUD,BUD:UN,BBG000RYCBX1,2018-03-19,112.71,113.49,111.92,112.23,1420436.0,0.0,1.0,112.71,113.49,111.92,112.23,1420436.0
BUFF,BUFF:UW,BBG009CWL2S8,2018-03-19,39.82,39.89,39.82,39.89,2272686.0,0.0,1.0,39.82,39.89,39.82,39.89,2272686.0
BUI,BUI:UN,BBG0021RGFV9,2018-03-19,19.6,19.6502,19.43,19.4907,32985.0,0.0,1.0,19.6,19.6502,19.43,19.4907,32985.0
BUR,BUR:UW,BBG000FBKGH2,2018-03-19,0.4847,0.4882,0.4617,0.47,86767.0,0.0,1.0,0.4847,0.4882,0.4617,0.47,86767.0
BURL,BURL:UN,BBG004S641T9,2018-03-19,126.04,127.11,124.38,125.86,1115179.0,0.0,1.0,126.04,127.11,124.38,125.86,1115179.0
BUSE,BUSE:UW,BBG000JNDQ42,2018-03-19,31.42,31.46,30.87,31.38,55177.0,0.0,1.0,31.42,31.46,30.87,31.38,55177.0
BVN,BVN:UN,BBG000GPXSS8,2018-03-19,14.41,14.58,14.285,14.4,1019357.0,0.0,1.0,14.41,14.58,14.285,14.4,1019357.0
BVSN,BVSN:UW,BBG000P2G3N8,2018-03-19,2.4,2.5,2.355,2.4,12677.0,0.0,1.0,2.4,2.5,2.355,2.4,12677.0
BVX,BVX:UN,BBG000F4B6P1,2018-03-19,3.22,3.23,3.11,3.17,67877.0,0.0,1.0,3.22,3.23,3.11,3.17,67877.0
BVXV,BVXV:UW,BBG007TGL290,2018-03-19,6.19,6.19,6.19,6.19,390.0,0.0,1.0,6.19,6.19,6.19,6.19,390.0
BW,BW:UN,BBG0089WW2R3,2018-03-19,4.38,4.41,3.955,4.12,3839606.0,0.0,1.0,4.38,4.41,3.955,4.12,3839606.0
BWA,BWA:UN,BBG000BJ4D93,2018-03-19,51.21,51.21,49.98,50.58,1081321.0,0.0,1.0,51.21,51.21,49.98,50.58,1081321.0
BWEN,BWEN:UW,BBG000DYK9B6,2018-03-19,2.23,2.2514,2.23,2.23,35055.0,0.0,1.0,2.23,2.2514,2.23,2.23,35055.0
BWFG,BWFG:UW,BBG001KFN5G7,2018-03-19,33.8,34.33,33.33,34.0,9522.0,0.0,1.0,33.8,34.33,33.33,34.0,9522.0
BWG,BWG:UN,BBG002B1RRF5,2018-03-19,12.8,12.8499,12.76,12.78,44379.0,0.0,1.0,12.8,12.8499,12.76,12.78,44379.0
BWINA,BWINA:UW,BBG000BDV897,2018-03-19,23.49,24.22,23.49,24.22,2747.0,0.0,1.0,23.49,24.22,23.49,24.22,2747.0
BWINB,BWINB:UW,BBG000BDVPT7,2018-03-19,23.55,23.8,23.25,23.65,29510.0,0.0,1.0,23.55,23.8,23.25,23.65,29510.0
BWP,BWP:UN,BBG000C4Z188,2018-03-19,10.73,10.77,10.34,10.55,1843054.0,0.0,1.0,10.73,10.77,10.34,10.55,1843054.0
BWV,BWV:UN,BBG000R87M97,2018-03-19,78.5,78.5,78.5,78.5,6.0,0.0,1.0,78.5,78.5,78.5,78.5,6.0
BWX,BWX:UN,BBG000TH5FP4,2018-03-19,29.26,29.35,29.23,29.32,358122.0,0.0,1.0,29.26,29.35,29.23,29.32,358122.0
BWXT,BWXT:UN,BBG000D86H49,2018-03-19,63.35,63.725,62.95,63.32,843754.0,0.0,1.0,63.35,63.725,62.95,63.32,843754.0
BWZ,BWZ:UN,BBG000F938Z4,2018-03-19,32.94,33.13,32.931,33.11,65316.0,0.0,1.0,32.94,33.13,32.931,33.11,65316.0
BX,BX:UN,BBG000BH02H6,2018-03-19,33.81,33.83,32.83,33.38,4086825.0,0.0,1.0,33.81,33.83,32.83,33.38,4086825.0
BXC,BXC:UN,BBG000GZH3P2,2018-03-19,36.57,38.77,35.57,36.68,627833.0,0.0,1.0,36.57,38.77,35.57,36.68,627833.0
BXE,BXE:UN,BBG000C1HZ34,2018-03-19,1.1,1.1,1.02,1.04,104822.0,0.0,1.0,1.1,1.1,1.02,1.04,104822.0
BXMT,BXMT:UN,BBG000BGKLN7,2018-03-19,31.85,31.92,31.61,31.89,797412.0,0.0,1.0,31.85,31.92,31.61,31.89,797412.0
BXMX,BXMX:UN,BBG000Q90PZ7,2018-03-19,13.46,13.51,13.29,13.37,233388.0,0.0,1.0,13.46,13.51,13.29,13.37,233388.0
BXP,BXP:UN,BBG000BS5F97,2018-03-19,127.3,127.42,125.57,126.28,439248.0,0.0,1.0,127.3,127.42,125.57,126.28,439248.0
BXP$B,BXP$B:UN,,2018-03-19,24.63,24.78,24.61,24.7753,2532.0,0.0,1.0,24.63,24.78,24.61,24.7753,2532.0
BXS,BXS:UN,BBG000FC9W33,2018-03-19,33.45,33.55,32.7,33.15,877184.0,0.0,1.0,33.45,33.55,32.7,33.15,877184.0
BYBK,BYBK:UW,BBG000BKPLR9,2018-03-19,13.6182,13.6182,13.45,13.45,2343.0,0.0,1.0,13.6182,13.6182,13.45,13.45,2343.0
BYD,BYD:UN,BBG000BHXCZ8,2018-03-19,33.04,33.71,33.02,33.6,1660332.0,0.0,1.0,33.04,33.71,33.02,33.6,1660332.0
BYFC,BYFC:UW,BBG000BD71R9,2018-03-19,1.987,2.14,1.987,2.14,1017.0,0.0,1.0,1.987,2.14,1.987,2.14,1017.0
BYLD,BYLD:UN,BBG006C0Q4B3,2018-03-19,24.37,24.37,24.33,24.37,9950.0,0.0,1.0,24.37,24.37,24.33,24.37,9950.0
BYM,BYM:UN,BBG000BLWGS9,2018-03-19,13.09,13.13,13.07,13.11,37019.0,0.0,1.0,13.09,13.13,13.07,13.11,37019.0
BZF,BZF:UN,BBG000FTG2Y0,2018-03-19,18.54,18.58,18.53,18.54,808.0,0.0,1.0,18.54,18.58,18.53,18.54,808.0
BZH,BZH:UN,BBG000BDLS76,2018-03-19,16.23,16.32,15.96,16.2,385060.0,0.0,1.0,16.23,16.32,15.96,16.2,385060.0
BZM,BZM:UN,BBG000DXH1F5,2018-03-19,13.21,13.2775,13.21,13.21,5618.0,0.0,1.0,13.21,13.2775,13.21,13.21,5618.0
BZQ,BZQ:UN,BBG000MKPQ69,2018-03-19,7.32,7.4,7.211,7.31,184504.0,0.0,1.0,7.32,7.4,7.211,7.31,184504.0
BZUN,BZUN:UW,BBG008HNS3N1,2018-03-19,48.16,49.82,46.91,48.02,3054949.0,0.0,1.0,48.16,49.82,46.91,48.02,3054949.0
C,C:UN,BBG000FY4VG8,2018-03-19,73.47,73.5,71.92,72.7,14782636.0,0.0,1.0,73.47,73.5,71.92,72.7,14782636.0
C$C,C$C:UN,,2018-03-19,25.4,25.42,25.37,25.37,22298.0,0.0,1.0,25.4,25.42,25.37,25.37,22298.0
C$J,C$J:UN,,2018-03-19,28.51,28.52,28.42,28.46,36433.0,0.0,1.0,28.51,28.52,28.42,28.46,36433.0
C$K,C$K:UN,,2018-03-19,28.17,28.19,28.081,28.1,159703.0,0.0,1.0,28.17,28.19,28.081,28.1,159703.0
C$L,C$L:UN,,2018-03-19,26.56,26.56,26.45,26.52,21582.0,0.0,1.0,26.56,26.56,26.45,26.52,21582.0
C$N,C$N:UN,,2018-03-19,27.1,27.19,26.95,27.04,210548.0,0.0,1.0,27.1,27.19,26.95,27.04,210548.0
C.A,C.A:UN,,2018-03-19,0.089,0.089,0.069,0.088,196021.0,0.0,1.0,0.089,0.089,0.069,0.088,196021.0
CA,CA:UW,BBG000BDWTY2,2018-03-19,35.64,35.79,35.09,35.38,1905907.0,0.0,1.0,35.64,35.79,35.09,35.38,1905907.0
CAAS,CAAS:UW,BBG000BF5P66,2018-03-19,4.62,4.76,4.61,4.665,10181.0,0.0,1.0,4.62,4.76,4.61,4.665,10181.0
CABO,CABO:UN,BBG009CHNRY7,2018-03-19,703.9,723.4952,690.25,699.16,26417.0,0.0,1.0,703.9,723.4952,690.25,699.16,26417.0
CAC,CAC:UW,BBG000BB1XM4,2018-03-19,45.58,45.96,45.165,45.66,28814.0,0.0,1.0,45.58,45.96,45.165,45.66,28814.0
CACC,CACC:UW,BBG000CS1RP6,2018-03-19,335.93,339.15,333.15,338.42,151608.0,0.0,1.0,335.93,339.15,333.15,338.42,151608.0
CACI,CACI:UN,BBG000KQYD03,2018-03-19,155.75,155.75,142.85,145.6,647122.0,0.0,1.0,155.75,155.75,142.85,145.6,647122.0
CADC,CADC:UW,BBG000RJXZY7,2018-03-19,2.95,2.982,2.8,2.9,32961.0,0.0,1.0,2.95,2.982,2.8,2.9,32961.0
CAE,CAE:UN,BBG000KPH128,2018-03-19,18.07,18.23,18.024,18.14,191369.0,0.0,1.0,18.07,18.23,18.024,18.14,191369.0
CAF,CAF:UN,BBG000M965Z9,2018-03-19,25.35,25.41,25.21,25.32,97599.0,0.0,1.0,25.35,25.41,25.21,25.32,97599.0
CAFD,CAFD:UW,BBG0088HH105,2018-03-19,11.86,12.05,11.81,11.96,303943.0,0.0,1.0,11.86,12.05,11.81,11.96,303943.0
CAFE,CAFE:UN,BBG001NDK3F8,2018-03-19,10.52,10.648,10.52,10.62,6262.0,0.0,1.0,10.52,10.648,10.52,10.62,6262.0
CAG,CAG:UN,BBG000BDXHW9,2018-03-19,36.61,36.91,36.26,36.34,2241860.0,0.0,1.0,36.61,36.91,36.26,36.34,2241860.0
CAH,CAH:UN,BBG000D89CS1,2018-03-19,71.01,71.1,69.67,69.99,2594021.0,0.0,1.0,71.01,71.1,69.67,69.99,2594021.0
CAJ,CAJ:UN,BBG000BVJP75,2018-03-19,36.68,36.68,36.32,36.5,913419.0,0.0,1.0,36.68,36.68,36.32,36.5,913419.0
CAKE,CAKE:UW,BBG000CSC8K1,2018-03-19,47.39,48.09,47.27,48.0,730065.0,0.0,1.0,47.39,48.09,47.27,48.0,730065.0
CAL,CAL:UN,BBG000CYSJ81,2018-03-19,31.81,32.82,31.68,32.7,506100.0,0.0,1.0,31.81,32.82,31.68,32.7,506100.0
CALA,CALA:UW,BBG0071GQ6H7,2018-03-19,7.05,7.0833,6.65,6.95,495273.0,0.0,1.0,7.05,7.0833,6.65,6.95,495273.0
CALD,CALD:UW,BBG000C18790,2018-03-19,35.95,35.95,35.9,35.95,1245444.0,0.0,1.0,35.95,35.95,35.9,35.95,1245444.0
CALI,CALI:UW,BBG000TCJP50,2018-03-19,3.34,3.46,3.331,3.44,1676.0,0.0,1.0,3.34,3.46,3.331,3.44,1676.0
CALL,CALL:UW,BBG000BS24P7,2018-03-19,8.375,8.45,8.355,8.4,101879.0,0.0,1.0,8.375,8.45,8.355,8.4,101879.0
CALM,CALM:UW,BBG000CDNVY6,2018-03-19,45.0,45.5,44.75,45.35,246033.0,0.0,1.0,45.0,45.5,44.75,45.35,246033.0
CALX,CALX:UN,BBG000PXJBS4,2018-03-19,7.2,7.2,6.85,6.85,247760.0,0.0,1.0,7.2,7.2,6.85,6.85,247760.0
CAMP,CAMP:UW,BBG000BDYLN9,2018-03-19,23.96,23.9602,23.365,23.63,334018.0,0.0,1.0,23.96,23.9602,23.365,23.63,334018.0
CAMT,CAMT:UW,BBG000BJ4PL2,2018-03-19,6.87,7.015,6.6914,7.0,83799.0,0.0,1.0,6.87,7.015,6.6914,7.0,83799.0
CANE,CANE:UN,BBG0022QX437,2018-03-19,8.39,8.6,8.3011,8.58,77239.0,0.0,1.0,8.39,8.6,8.3011,8.58,77239.0
CANF,CANF:UN,,2018-03-19,1.53,1.56,1.5,1.56,148050.0,0.0,1.0,1.53,1.56,1.5,1.56,148050.0
CAPE,CAPE:UN,BBG003GP76L6,2018-03-19,120.64,120.69,119.04,119.34,3020.0,0.0,1.0,120.64,120.69,119.04,119.34,3020.0
CAPL,CAPL:UN,BBG002Z9XDF6,2018-03-19,21.82,21.8747,20.69,21.21,63488.0,0.0,1.0,21.82,21.8747,20.69,21.21,63488.0
SLNO,SLNO:UW,BBG006MJGV31,2018-03-19,1.8503,2.02,1.811,1.85,114435.0,0.0,1.0,1.8503,2.02,1.811,1.85,114435.0
SLNOW,SLNOW:UW,BBG007J2RQ20,2018-03-19,0.16,0.16,0.16,0.16,214.0,0.0,1.0,0.16,0.16,0.16,0.16,214.0
CAPR,CAPR:UW,,2018-03-19,1.82,1.82,1.71,1.78,286631.0,0.0,1.0,1.82,1.82,1.71,1.78,286631.0
CAR,CAR:UW,BBG000FLRB48,2018-03-19,48.72,49.5,48.3,49.27,3005107.0,0.0,1.0,48.72,49.5,48.3,49.27,3005107.0
CARA,CARA:UW,BBG005KG3471,2018-03-19,12.61,12.71,11.52,12.04,1943220.0,0.0,1.0,12.61,12.71,11.52,12.04,1943220.0
CARB,CARB:UW,BBG001PF5NT9,2018-03-19,33.05,33.05,29.25,29.65,1116783.0,0.0,1.0,33.05,33.05,29.25,29.65,1116783.0
CARO,CARO:UW,BBG004V9R2P6,2018-03-19,41.5,41.94,41.15,41.67,90610.0,0.0,1.0,41.5,41.94,41.15,41.67,90610.0
CART,CART:UW,BBG00DLK8K82,2018-03-19,9.35,9.4,9.21,9.23,5621.0,0.0,1.0,9.35,9.4,9.21,9.23,5621.0
