RESULT_COUNT: 7694,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME,ADJ_FACTOR
BPY,BPY:UW,BBG004BMM194,2018-09-04,19.77,19.905,19.38,19.45,6707634.0,0.0,1.0,19.77,19.905,19.38,19.45,6707634.0,1
BQH,BQH:UN,BBG000DXDL92,2018-09-04,13.06,13.06,12.95,12.97,15199.0,0.0,1.0,13.06,13.06,12.95,12.97,15199.0,1
BR,BR:UN,BBG000PPFN90,2018-09-04,135.25,136.76,133.49,136.62,843936.0,0.0,1.0,135.25,136.76,133.49,136.62,843936.0,1
BRC,BRC:UN,BBG000BDNXL7,2018-09-04,40.45,41.1,40.0,41.05,268634.0,0.0,1.0,40.45,41.1,40.0,41.05,268634.0,1
BREW,BREW:UW,BBG000FDR308,2018-09-04,19.0,19.05,18.6,18.7,64524.0,0.0,1.0,19.0,19.05,18.6,18.7,64524.0,1
BRF,BRF:UP,BBG000LZMBV5,2018-09-04,16.82,16.8755,16.6,16.6,50144.0,0.0,1.0,16.82,16.8755,16.6,16.6,50144.0,1
BRFS,BRFS:UN,BBG000BB8V23,2018-09-04,5.0,5.12,4.98,5.09,3036368.0,0.0,1.0,5.0,5.12,4.98,5.09,3036368.0,1
BRG,BRG:UA,BBG005NDV018,2018-09-04,9.88,9.8886,9.73,9.8,93624.0,0.0,1.0,9.88,9.8886,9.73,9.8,93624.0,1
BRID,BRID:UW,BBG000BDQ3J3,2018-09-04,13.7001,13.7001,13.7001,13.7001,177.0,0.0,1.0,13.7001,13.7001,13.7001,13.7001,177.0,1
BRK.A,BRK.A:UN,BBG000DWCHZ5,2018-09-04,315800.0,317250.0,315000.0,317250.0,169.0,0.0,1.0,315800.0,317250.0,315000.0,317250.0,169.0,1
BRK.B,BRK.B:UN,BBG000DWH8Q0,2018-09-04,209.21,210.1,208.04,210.05,2693781.0,0.0,1.0,209.21,210.1,208.04,210.05,2693781.0,1
BRKL,BRKL:UW,BBG000BFYS13,2018-09-04,18.1,18.2,17.95,18.1,202029.0,0.0,1.0,18.1,18.2,17.95,18.1,202029.0,1
BRKR,BRKR:UW,BBG000CL2SH7,2018-09-04,35.25,35.65,34.8831,35.2,763659.0,0.0,1.0,35.25,35.65,34.8831,35.2,763659.0,1
BRKS,BRKS:UW,BBG000DXBWC6,2018-09-04,39.68,39.68,38.47,38.99,683469.0,0.0,1.0,39.68,39.68,38.47,38.99,683469.0,1
BRN,BRN:UA,BBG000BDQWG2,2018-09-04,1.95,1.959,1.92,1.94,9241.0,0.0,1.0,1.95,1.959,1.92,1.94,9241.0,1
BRO,BRO:UN,BBG000BWSJ77,2018-09-04,30.48,30.64,30.34,30.46,1209391.0,0.0,1.0,30.48,30.64,30.34,30.46,1209391.0,1
BRS,BRS:UN,BBG000BQJ5H9,2018-09-04,10.99,11.06,10.67,10.81,339267.0,0.0,1.0,10.99,11.06,10.67,10.81,339267.0,1
BRSS,BRSS:UN,BBG0027F2FL5,2018-09-04,38.55,39.05,37.35,37.5,150355.0,0.0,1.0,38.55,39.05,37.35,37.5,150355.0,1
BRX,BRX:UN,BBG004V7PD50,2018-09-04,18.22,18.31,17.96,18.03,1455085.0,0.0,1.0,18.22,18.31,17.96,18.03,1455085.0,1
BRZU,BRZU:UP,BBG004F0NT87,2018-09-04,15.34,15.64,14.7323,14.82,5959293.0,0.0,1.0,15.34,15.64,14.7323,14.82,5959293.0,1
BSBR,BSBR:UN,BBG000QSFVW9,2018-09-04,8.1,8.16,7.97,7.99,1375710.0,0.0,1.0,8.1,8.16,7.97,7.99,1375710.0,1
BSD,BSD:UN,BBG000BGRZ77,2018-09-04,12.64,12.64,12.54,12.54,28155.0,0.0,1.0,12.64,12.64,12.54,12.54,28155.0,1
BSE,BSE:UN,BBG000BMHC12,2018-09-04,12.63,12.663,12.6,12.62,6028.0,0.0,1.0,12.63,12.663,12.6,12.62,6028.0,1
BSET,BSET:UW,BBG000BDS301,2018-09-04,23.4,23.4,22.6,22.65,29325.0,0.0,1.0,23.4,23.4,22.6,22.65,29325.0,1
BSL,BSL:UN,BBG000QFYFR7,2018-09-04,17.98,17.98,17.84,17.9,39829.0,0.0,1.0,17.98,17.98,17.84,17.9,39829.0,1
BSM,BSM:UN,BBG008B5CF74,2018-09-04,18.55,18.68,18.46,18.55,96549.0,0.0,1.0,18.55,18.68,18.46,18.55,96549.0,1
BSPM,BSPM:UW,BBG000BB9VD0,2018-09-04,2.1,2.1,1.9809,2.05,40717.0,0.0,1.0,2.1,2.1,1.9809,2.05,40717.0,1
BSQR,BSQR:UW,BBG000C1D0G1,2018-09-04,2.3,2.45,2.3,2.35,5631.0,0.0,1.0,2.3,2.45,2.3,2.35,5631.0,1
BSRR,BSRR:UW,BBG000BDJBN8,2018-09-04,29.67,29.71,29.2,29.5,25918.0,0.0,1.0,29.67,29.71,29.2,29.5,25918.0,1
BST,BST:UN,BBG0077G51X7,2018-09-04,35.07,35.67,34.89,35.65,99045.0,0.0,1.0,35.07,35.67,34.89,35.65,99045.0,1
BSTC,BSTC:UW,BBG000CLV6B9,2018-09-04,53.6,54.9499,52.98,53.27,25978.0,0.0,1.0,53.6,54.9499,52.98,53.27,25978.0,1
BSV,BSV:UP,BBG000R44JX9,2018-09-04,78.21,78.21,78.1212,78.15,715831.0,0.0,1.0,78.21,78.21,78.1212,78.15,715831.0,1
BSX,BSX:UN,BBG000C0LY07,2018-09-04,36.01,36.45,35.83,36.05,8512280.0,0.0,1.0,36.01,36.45,35.83,36.05,8512280.0,1
BT,BT:UN,BBG000BDT9G0,2018-09-04,14.28,14.29,14.185,14.22,584556.0,0.0,1.0,14.28,14.29,14.185,14.22,584556.0,1
BTA,BTA:UN,BBG000BWS4V3,2018-09-04,11.6,11.639,11.5,11.56,44291.0,0.0,1.0,11.6,11.639,11.5,11.56,44291.0,1
BTAL,BTAL:UP,BBG0021PH045,2018-09-04,20.22,20.22,20.1935,20.1935,1606.0,0.0,1.0,20.22,20.22,20.1935,20.1935,1606.0,1
BTE,BTE:UN,BBG000BW3P34,2018-09-04,3.0,3.035,2.81,2.86,3118282.0,0.0,1.0,3.0,3.035,2.81,2.86,3118282.0,1
BTG,BTG:UA,BBG000V9KG16,2018-09-04,2.33,2.34,2.26,2.32,2044287.0,0.0,1.0,2.33,2.34,2.26,2.32,2044287.0,1
BTI,BTI:UN,BBG000BWPY31,2018-09-04,48.05,48.17,47.87,47.91,1196905.0,0.0,1.0,48.05,48.17,47.87,47.91,1196905.0,1
BTN,BTN:UA,BBG000N3FYQ8,2018-09-04,4.3025,4.5,4.3025,4.5,956.0,0.0,1.0,4.3025,4.5,4.3025,4.5,956.0,1
BTO,BTO:UN,BBG000DH1WY8,2018-09-04,38.7,39.0089,38.6651,38.81,23076.0,0.0,1.0,38.7,39.0089,38.6651,38.81,23076.0,1
BTT,BTT:UN,BBG003BPM037,2018-09-04,21.36,21.36,21.28,21.29,106101.0,0.0,1.0,21.36,21.36,21.28,21.29,106101.0,1
BTX,BTX:UA,BBG000G8RKG3,2018-09-04,2.81,2.81,2.7353,2.79,414575.0,0.0,1.0,2.81,2.81,2.7353,2.79,414575.0,1
BTZ,BTZ:UN,BBG000QHYK56,2018-09-04,12.39,12.41,12.37,12.39,148474.0,0.0,1.0,12.39,12.41,12.37,12.39,148474.0,1
BUD,BUD:UN,BBG000RYCBX1,2018-09-04,92.07,92.54,91.76,91.96,1992086.0,0.0,1.0,92.07,92.54,91.76,91.96,1992086.0,1
BUI,BUI:UN,BBG0021RGFV9,2018-09-04,20.77,20.859,20.68,20.68,12661.0,0.0,1.0,20.77,20.859,20.68,20.68,12661.0,1
BURL,BURL:UN,BBG004S641T9,2018-09-04,168.0,173.96,167.816,173.86,1417620.0,0.0,1.0,168.0,173.96,167.816,173.86,1417620.0,1
BUSE,BUSE:UW,BBG000JNDQ42,2018-09-04,32.07,32.28,31.81,32.08,60622.0,0.0,1.0,32.07,32.28,31.81,32.08,60622.0,1
BVN,BVN:UN,BBG000GPXSS8,2018-09-04,12.4,12.53,12.13,12.37,918725.0,0.0,1.0,12.4,12.53,12.13,12.37,918725.0,1
BVSN,BVSN:UW,BBG000P2F0K8,2018-09-04,2.05,2.05,1.8,1.8,7930.0,0.0,1.0,2.05,2.05,1.8,1.8,7930.0,1
BVX,BVX:UA,BBG000F4B6P1,2018-09-04,5.29,6.409,5.2,6.19,1168115.0,0.0,1.0,5.29,6.409,5.2,6.19,1168115.0,1
BVXV,BVXV:UW,BBG007TGL290,2018-09-04,5.8,6.0,5.7837,6.0,15555.0,0.0,1.0,5.8,6.0,5.7837,6.0,15555.0,1
BW,BW:UN,BBG0089WW2R3,2018-09-04,1.41,1.42,1.33,1.34,441594.0,0.0,1.0,1.41,1.42,1.33,1.34,441594.0,1
BWA,BWA:UN,BBG000BJ4D93,2018-09-04,43.79,43.82,43.23,43.81,1982659.0,0.0,1.0,43.79,43.82,43.23,43.81,1982659.0,1
BWEN,BWEN:UW,BBG000DYK9B6,2018-09-04,2.18,2.22,2.14,2.16,8051.0,0.0,1.0,2.18,2.22,2.14,2.16,8051.0,1
BWFG,BWFG:UW,BBG001KFN5G7,2018-09-04,31.5,31.5,31.15,31.17,2986.0,0.0,1.0,31.5,31.5,31.15,31.17,2986.0,1
BWG,BWG:UN,BBG002B1RRF5,2018-09-04,11.31,11.31,11.19,11.27,50360.0,0.0,1.0,11.31,11.31,11.19,11.27,50360.0,1
BWX,BWX:UP,BBG000TH5FP4,2018-09-04,27.49,27.5,27.4201,27.48,343216.0,0.0,1.0,27.49,27.5,27.4201,27.48,343216.0,1
BWXT,BWXT:UN,BBG000D86H49,2018-09-04,61.09,61.21,60.545,61.02,550499.0,0.0,1.0,61.09,61.21,60.545,61.02,550499.0,1
BWZ,BWZ:UP,BBG000F938Z4,2018-09-04,31.09,31.116,31.0483,31.08,13885.0,0.0,1.0,31.09,31.116,31.0483,31.08,13885.0,1
BX,BX:UN,BBG000BH02H6,2018-09-04,36.8,37.02,36.71,36.91,1374318.0,0.0,1.0,36.8,37.02,36.71,36.91,1374318.0,1
BXC,BXC:UN,BBG000GZH3P2,2018-09-04,36.01,36.7,35.26,36.24,86655.0,0.0,1.0,36.01,36.7,35.26,36.24,86655.0,1
BXE,BXE:UN,BBG000C1HZ34,2018-09-04,0.99,0.99,0.8938,0.92,124273.0,0.0,1.0,0.99,0.99,0.8938,0.92,124273.0,1
BXMT,BXMT:UN,BBG000BGKLN7,2018-09-04,34.07,34.23,34.01,34.03,553041.0,0.0,1.0,34.07,34.23,34.01,34.03,553041.0,1
BXMX,BXMX:UN,BBG000Q90PZ7,2018-09-04,14.46,14.51,14.42,14.5,152448.0,0.0,1.0,14.46,14.51,14.42,14.5,152448.0,1
BXP,BXP:UN,BBG000BS5F97,2018-09-04,130.09,131.135,128.46,129.13,595095.0,0.0,1.0,130.09,131.135,128.46,129.13,595095.0,1
BYD,BYD:UN,BBG000BHXCZ8,2018-09-04,36.37,36.37,35.195,35.3,770584.0,0.0,1.0,36.37,36.37,35.195,35.3,770584.0,1
BYFC,BYFC:UW,BBG000BD71R9,2018-09-04,1.49,1.5,1.47,1.5,3793.0,0.0,1.0,1.49,1.5,1.47,1.5,3793.0,1
BYLD,BYLD:UP,BBG006C0Q4B3,2018-09-04,24.19,24.19,24.17,24.17,5321.0,0.0,1.0,24.19,24.19,24.17,24.17,5321.0,1
BYM,BYM:UN,BBG000BLWGS9,2018-09-04,13.06,13.15,13.05,13.13,70508.0,0.0,1.0,13.06,13.15,13.05,13.13,70508.0,1
BZF,BZF:UP,BBG000FTG2Y0,2018-09-04,14.91,15.1242,14.91,15.1,4634.0,0.0,1.0,14.91,15.1242,14.91,15.1,4634.0,1
BZH,BZH:UN,BBG000BDLS76,2018-09-04,12.8,12.93,12.6,12.85,193663.0,0.0,1.0,12.8,12.93,12.6,12.85,193663.0,1
BZM,BZM:UN,BBG000DXH1F5,2018-09-04,14.27,14.27,14.13,14.13,510.0,0.0,1.0,14.27,14.27,14.13,14.13,510.0,1
BZQ,BZQ:UP,BBG000MKPQ69,2018-09-04,61.99,63.31,61.34,63.05,134463.0,0.0,1.0,61.99,63.31,61.34,63.05,134463.0,1
BZUN,BZUN:UW,BBG008HNS3N1,2018-09-04,53.13,53.3,51.61,52.31,1631231.0,0.0,1.0,53.13,53.3,51.61,52.31,1631231.0,1
C,C:UN,BBG000FY4VG8,2018-09-04,70.99,71.58,70.37,71.4,10059937.0,0.0,1.0,70.99,71.58,70.37,71.4,10059937.0,1
CA,CA:UW,BBG000BDWTY2,2018-09-04,43.74,43.86,43.74,43.81,2916458.0,0.0,1.0,43.74,43.86,43.74,43.81,2916458.0,1
CAAS,CAAS:UW,BBG000BF5P66,2018-09-04,4.2,4.27,4.15,4.26,41506.0,0.0,1.0,4.2,4.27,4.15,4.26,41506.0,1
CABO,CABO:UN,BBG009CHNRY7,2018-09-04,832.8,837.215,831.275,833.54,22337.0,0.0,1.0,832.8,837.215,831.275,833.54,22337.0,1
CAC,CAC:UW,BBG000BB1XM4,2018-09-04,45.51,45.97,45.4601,45.93,19921.0,0.0,1.0,45.51,45.97,45.4601,45.93,19921.0,1
CACC,CACC:UW,BBG000CS1RP6,2018-09-04,455.72,458.3,451.59,453.26,83890.0,0.0,1.0,455.72,458.3,451.59,453.26,83890.0,1
CACI,CACI:UN,BBG000KQYD03,2018-09-04,195.0,197.0,192.35,196.75,166277.0,0.0,1.0,195.0,197.0,192.35,196.75,166277.0,1
CADC,CADC:UW,BBG000RJXZY7,2018-09-04,4.15,5.35,4.142,4.675,72676.0,0.0,1.0,4.15,5.35,4.142,4.675,72676.0,1
CAE,CAE:UN,BBG000KPH128,2018-09-04,19.75,19.82,19.34,19.73,108351.0,0.0,1.0,19.75,19.82,19.34,19.73,108351.0,1
CAF,CAF:UN,BBG000M965Z9,2018-09-04,21.26,21.33,21.19,21.21,122603.0,0.0,1.0,21.26,21.33,21.19,21.21,122603.0,1
CAG,CAG:UN,BBG000BDXHW9,2018-09-04,36.86,36.91,36.04,36.12,4090616.0,0.0,1.0,36.86,36.91,36.04,36.12,4090616.0,1.0
CAH,CAH:UN,BBG000D89CS1,2018-09-04,52.0,52.17,50.785,51.23,2927436.0,0.0,1.0,52.0,52.17,50.785,51.23,2927436.0,1
CAJ,CAJ:UN,BBG000BVJP75,2018-09-04,31.48,31.53,31.35,31.45,214859.0,0.0,1.0,31.48,31.53,31.35,31.45,214859.0,1
CAKE,CAKE:UW,BBG000CSC8K1,2018-09-04,53.14,53.22,52.59,52.89,430854.0,0.0,1.0,53.14,53.22,52.59,52.89,430854.0,1
CAL,CAL:UN,BBG000CYSJ81,2018-09-04,40.57,40.73,39.62,40.36,769396.0,0.0,1.0,40.57,40.73,39.62,40.36,769396.0,1
CALA,CALA:UW,BBG0071GQ6H7,2018-09-04,5.45,5.7,5.25,5.35,414313.0,0.0,1.0,5.45,5.7,5.25,5.35,414313.0,1
CALL,CALL:UW,BBG000BS24P7,2018-09-04,8.65,8.65,8.6,8.625,56889.0,0.0,1.0,8.65,8.65,8.6,8.625,56889.0,1
CALM,CALM:UW,BBG000CDNVY6,2018-09-04,49.3,49.5,48.55,49.4,261084.0,0.0,1.0,49.3,49.5,48.55,49.4,261084.0,1
CALX,CALX:UN,BBG000PXJBS4,2018-09-04,7.75,7.95,7.65,7.95,213059.0,0.0,1.0,7.75,7.95,7.65,7.95,213059.0,1
CAMP,CAMP:UW,BBG000BDYLN9,2018-09-04,23.49,23.49,23.06,23.23,272918.0,0.0,1.0,23.49,23.49,23.06,23.23,272918.0,1
CAMT,CAMT:UW,BBG000BJ4PL2,2018-09-04,10.14,10.14,9.77,9.92,177157.0,0.0,1.0,10.14,10.14,9.77,9.92,177157.0,1
CANE,CANE:UP,BBG0022QX437,2018-09-04,6.84,6.84,6.7164,6.8,28246.0,0.0,1.0,6.84,6.84,6.7164,6.8,28246.0,1
CANF,CANF:UA,BBG003CMFDR7,2018-09-04,1.35,1.38,1.33,1.3599,228499.0,0.0,1.0,1.35,1.38,1.33,1.3599,228499.0,1
CAPE,CAPE:UP,BBG003GP76L6,2018-09-04,130.2244,130.64,130.2244,130.64,1203.0,0.0,1.0,130.2244,130.64,130.2244,130.64,1203.0,1
CAPL,CAPL:UN,BBG002Z9XDF6,2018-09-04,18.06,18.42,18.05,18.32,71173.0,0.0,1.0,18.06,18.42,18.05,18.32,71173.0,1
SLNO,SLNO:UW,BBG006MJGV31,2018-09-04,2.1,2.22,2.05,2.09,78803.0,0.0,1.0,2.1,2.22,2.05,2.09,78803.0,1
SLNOW,SLNOW:UW,BBG007J2RQ20,2018-09-04,0.14,0.14,0.1113,0.1113,10000.0,0.0,1.0,0.14,0.14,0.1113,0.1113,10000.0,1
CAPR,CAPR:UW,BBG000DZMK99,2018-09-04,1.23,1.23,1.19,1.22,63379.0,0.0,1.0,1.23,1.23,1.19,1.22,63379.0,1
CAR,CAR:UW,BBG000FLRB48,2018-09-04,31.0,31.0,29.94,30.62,2253357.0,0.0,1.0,31.0,31.0,29.94,30.62,2253357.0,1
CARA,CARA:UW,BBG005KG3471,2018-09-04,20.16,20.17,19.3,20.02,538164.0,0.0,1.0,20.16,20.17,19.3,20.02,538164.0,1
CARB,CARB:UW,BBG001PF5NT9,2018-09-04,41.3,42.05,40.65,41.8,215981.0,0.0,1.0,41.3,42.05,40.65,41.8,215981.0,1
CARO,CARO:UW,BBG004V9R2P6,2018-09-04,41.11,41.24,40.66,40.94,106057.0,0.0,1.0,41.11,41.24,40.66,40.94,106057.0,1
CART,CART:UW,BBG00DLK8K82,2018-09-04,8.09,8.09,8.09,8.09,7.0,0.0,1.0,8.09,8.09,8.09,8.09,7.0,1
CARV,CARV:UW,BBG000BV2QB6,2018-09-04,4.5201,4.79,4.5201,4.6928,9831.0,0.0,1.0,4.5201,4.79,4.5201,4.6928,9831.0,1
CARZ,CARZ:UW,BBG001P62KM5,2018-09-04,35.77,35.77,35.64,35.685,6088.0,0.0,1.0,35.77,35.77,35.64,35.685,6088.0,1
CASH,CASH:UW,BBG000BKLXL3,2018-09-04,86.6,88.45,86.1,88.15,102005.0,0.0,1.0,86.6,88.45,86.1,88.15,102005.0,1
CASI,CASI:UW,BBG000GW8VS4,2018-09-04,6.96,7.18,6.84,7.05,192871.0,0.0,1.0,6.96,7.18,6.84,7.05,192871.0,1
CASM,CASM:UW,BBG000BR9LD7,2018-09-04,2.27,2.3713,2.27,2.35,74042.0,0.0,1.0,2.27,2.3713,2.27,2.35,74042.0,1
CASS,CASS:UW,BBG000BCXXV7,2018-09-04,71.54,72.515,71.0,71.6,18983.0,0.0,1.0,71.54,72.515,71.0,71.6,18983.0,1
CASY,CASY:UW,BBG000BF0GY0,2018-09-04,114.18,115.95,113.37,115.22,260915.0,0.0,1.0,114.18,115.95,113.37,115.22,260915.0,1
CAT,CAT:UN,BBG000BF0LJ6,2018-09-04,137.86,139.0,136.93,138.24,3928019.0,0.0,1.0,137.86,139.0,136.93,138.24,3928019.0,1
CATB,CATB:UW,BBG008P328Z0,2018-09-04,0.7232,0.7298,0.66,0.72,2197392.0,0.0,1.0,0.7232,0.7298,0.66,0.72,2197392.0,1
CATM,CATM:UW,BBG000BB9XW5,2018-09-04,35.07,35.07,34.07,34.19,430162.0,0.0,1.0,35.07,35.07,34.07,34.19,430162.0,1
CATO,CATO:UN,BBG000JX7W17,2018-09-04,21.45,21.66,21.03,21.41,299070.0,0.0,1.0,21.45,21.66,21.03,21.41,299070.0,1
CATY,CATY:UW,BBG000C68N58,2018-09-04,42.22,42.68,42.06,42.42,200025.0,0.0,1.0,42.22,42.68,42.06,42.42,200025.0,1
CAW,CAW:UA,BBG000BF5D09,2018-09-04,2.814,2.817,2.8056,2.8056,2186.0,0.0,1.0,2.814,2.817,2.8056,2.8056,2186.0,1
CB,CB:UN,BBG000BR16M8,2018-09-04,135.18,136.21,134.9,136.2,1043013.0,0.0,1.0,135.18,136.21,134.9,136.2,1043013.0,1
CBA,CBA:UN,BBG004C4T8Y3,2018-09-04,7.93,8.09,7.89,8.08,324596.0,0.0,1.0,7.93,8.09,7.89,8.08,324596.0,1
CBAK,CBAK:UW,BBG000DZX9X5,2018-09-04,0.6012,0.6635,0.6012,0.6109,16376.0,0.0,1.0,0.6012,0.6635,0.6012,0.6109,16376.0,1
CBAN,CBAN:UW,BBG000HH4SH9,2018-09-04,18.0,18.25,17.9,18.25,12068.0,0.0,1.0,18.0,18.25,17.9,18.25,12068.0,1
CBAY,CBAY:UW,BBG005NJY405,2018-09-04,13.63,13.63,12.95,13.03,539892.0,0.0,1.0,13.63,13.63,12.95,13.03,539892.0,1
CBB,CBB:UN,BBG000D8YGW9,2018-09-04,12.95,13.4,12.65,13.15,264459.0,0.0,1.0,12.95,13.4,12.65,13.15,264459.0,1
CBD,CBD:UN,BBG000J7LW45,2018-09-04,18.89,18.92,18.04,18.18,803518.0,0.0,1.0,18.89,18.92,18.04,18.18,803518.0,1
CBFV,CBFV:UW,BBG000BKT8B1,2018-09-04,31.85,31.95,31.4,31.5,2608.0,0.0,1.0,31.85,31.95,31.4,31.5,2608.0,1
CBK,CBK:UN,BBG000KNSFZ4,2018-09-04,0.97,0.97,0.94,0.965,48942.0,0.0,1.0,0.97,0.97,0.94,0.965,48942.0,1
CBL,CBL:UN,BBG000B9YVL8,2018-09-04,4.48,4.53,4.31,4.33,2188080.0,0.0,1.0,4.48,4.53,4.31,4.33,2188080.0,1
CBLI,CBLI:UW,BBG000C3YJQ2,2018-09-04,1.93,1.95,1.9,1.95,3465.0,0.0,1.0,1.93,1.95,1.9,1.95,3465.0,1
CBM,CBM:UN,BBG000C0XF78,2018-09-04,67.3,67.3,65.4,67.0,355339.0,0.0,1.0,67.3,67.3,65.4,67.0,355339.0,1
CBMG,CBMG:UW,BBG000P1XFS9,2018-09-04,21.25,22.0,21.25,21.8,51174.0,0.0,1.0,21.25,22.0,21.25,21.8,51174.0,1
CBND,CBND:UP,BBG001M53515,2018-09-04,30.9,30.9104,30.9,30.9104,497.0,0.0,1.0,30.9,30.9104,30.9,30.9104,497.0,1
CBOE,CBOE:UW,BBG000QH5DQ1,2018-09-04,100.66,104.09,100.63,104.01,1087814.0,0.0,1.0,100.66,104.09,100.63,104.01,1087814.0,1.0
CBON,CBON:UP,BBG007HMYQ84,2018-09-04,22.41,22.41,22.3997,22.3997,349.0,0.0,1.0,22.41,22.41,22.3997,22.3997,349.0,1
CBPO,CBPO:UW,BBG000PRMDQ1,2018-09-04,89.36,90.09,88.625,89.48,102838.0,0.0,1.0,89.36,90.09,88.625,89.48,102838.0,1
CBPX,CBPX:UN,BBG005S62Z86,2018-09-04,37.25,37.35,36.7,37.35,641933.0,0.0,1.0,37.25,37.35,36.7,37.35,641933.0,1
CBRL,CBRL:UW,BBG000BF3DG4,2018-09-04,150.14,152.25,148.96,150.75,468267.0,0.0,1.0,150.14,152.25,148.96,150.75,468267.0,1
CBS,CBS:UN,BBG000C497Q4,2018-09-04,52.84,52.89,52.242,52.59,1967503.0,0.0,1.0,52.84,52.89,52.242,52.59,1967503.0,1
CBS.A,CBS.A:UN,BBG000BWDH77,2018-09-04,52.98,53.11,52.75,52.97,1848.0,0.0,1.0,52.98,53.11,52.75,52.97,1848.0,1
CBSH,CBSH:UW,BBG000BF3S26,2018-09-04,71.01,71.6292,70.765,71.39,165657.0,0.0,1.0,71.01,71.6292,70.765,71.39,165657.0,1
CBSHP,CBSHP:UW,BBG006N4HST1,2018-09-04,25.77,25.77,25.6865,25.72,1873.0,0.0,1.0,25.77,25.77,25.6865,25.72,1873.0,1
CBT,CBT:UN,BBG000BF3ZG5,2018-09-04,64.79,65.31,64.12,64.21,287012.0,0.0,1.0,64.79,65.31,64.12,64.21,287012.0,1
CBU,CBU:UN,BBG000BF4G49,2018-09-04,66.13,66.69,65.81,66.34,129694.0,0.0,1.0,66.13,66.69,65.81,66.34,129694.0,1
CBZ,CBZ:UN,BBG000FQD411,2018-09-04,23.85,24.2,23.7,24.05,121856.0,0.0,1.0,23.85,24.2,23.7,24.05,121856.0,1
CC,CC:UN,BBG009CL69X8,2018-09-04,43.06,43.85,42.929,43.84,968839.0,0.0,1.0,43.06,43.85,42.929,43.84,968839.0,1
CCA,CCA:UA,BBG000C3GLW0,2018-09-04,10.3658,10.3658,10.347,10.347,919.0,0.0,1.0,10.3658,10.3658,10.347,10.347,919.0,1
CCBG,CCBG:UW,BBG000BM9GY6,2018-09-04,24.4,24.64,24.2,24.21,14691.0,0.0,1.0,24.4,24.64,24.2,24.21,14691.0,1
CCCL,CCCL:UW,BBG000TXJ629,2018-09-04,1.4109,1.4109,1.4,1.4,1317.0,0.0,1.0,1.4109,1.4109,1.4,1.4,1317.0,1
CCD,CCD:UW,BBG0065XMG80,2018-09-04,22.28,22.3887,22.22,22.3,36709.0,0.0,1.0,22.28,22.3887,22.22,22.3,36709.0,1
CCE,CCE:UN,BBG00B6BFWM3,2018-09-04,42.85,42.86,42.44,42.58,1349117.0,0.0,1.0,42.85,42.86,42.44,42.58,1349117.0,1
CCF,CCF:UA,BBG000BL9JG2,2018-09-04,123.6,125.65,121.15,123.05,14973.0,0.0,1.0,123.6,125.65,121.15,123.05,14973.0,1
CCI,CCI:UN,BBG000FV22P0,2018-09-04,113.7,114.28,113.26,113.64,1196026.0,0.0,1.0,113.7,114.28,113.26,113.64,1196026.0,1
CCIH,CCIH:UW,BBG0015XY029,2018-09-04,1.14,1.15,1.12,1.13,51620.0,0.0,1.0,1.14,1.15,1.12,1.13,51620.0,1
CCJ,CCJ:UN,BBG000DSZWZ6,2018-09-04,10.33,10.33,10.08,10.11,1653400.0,0.0,1.0,10.33,10.33,10.08,10.11,1653400.0,1
CCK,CCK:UN,BBG000BF68R0,2018-09-04,42.5,42.82,41.72,41.91,2063830.0,0.0,1.0,42.5,42.82,41.72,41.91,2063830.0,1
CCL,CCL:UN,BBG000BF6PR2,2018-09-04,61.21,61.33,60.89,61.2,2379039.0,0.0,1.0,61.21,61.33,60.89,61.2,2379039.0,1
CCLP,CCLP:UW,BBG000BQ5067,2018-09-04,5.91,5.91,5.7,5.79,101465.0,0.0,1.0,5.91,5.91,5.7,5.79,101465.0,1
CCM,CCM:UN,BBG000PWRR02,2018-09-04,3.48,3.48,3.48,3.48,9.0,0.0,1.0,3.48,3.48,3.48,3.48,9.0,1
CCMP,CCMP:UW,BBG000BP3XS5,2018-09-04,112.31,112.31,110.065,111.44,190469.0,0.0,1.0,112.31,112.31,110.065,111.44,190469.0,1
CCNE,CCNE:UW,BBG000BKQ7P1,2018-09-04,30.73,31.1,30.51,30.77,22930.0,0.0,1.0,30.73,31.1,30.51,30.77,22930.0,1
CCO,CCO:UN,BBG000J468X0,2018-09-04,4.55,4.575,4.5,4.55,78575.0,0.0,1.0,4.55,4.575,4.5,4.55,78575.0,1
CCOI,CCOI:UW,BBG000D0SRC1,2018-09-04,54.5,54.5,53.5,53.8,306449.0,0.0,1.0,54.5,54.5,53.5,53.8,306449.0,1
CCRN,CCRN:UW,BBG000DGNJT1,2018-09-04,9.96,9.96,9.63,9.68,266800.0,0.0,1.0,9.96,9.96,9.63,9.68,266800.0,1
CCS,CCS:UN,BBG006G412V0,2018-09-04,29.4,29.95,29.1,29.65,231047.0,0.0,1.0,29.4,29.95,29.1,29.65,231047.0,1
